                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.46983,                0.58951,                0.27694,                0.81623,                0.94752,                0.93526,                0.97036,                0.86659,                0.94725,                  0.935,                0.96987,                0.75446,                0.51947,                0.88993,                0.29764,                0.87512,              0.0085051,              0.0085051,              0.0085051
                    153,                 0.4751,                0.58392,                0.27989,                0.81659,                0.94753,                0.93466,                 0.9716,                0.86917,                 0.9465,                 0.9341,                0.97077,                0.74599,                0.52027,                0.87638,                0.29649,                0.87607,              0.0084952,              0.0084952,              0.0084952
                    154,                0.47308,                0.58996,                0.27662,                0.81685,                0.94865,                0.93492,                0.97109,                0.86953,                0.94797,                0.93347,                0.97009,                0.75665,                0.52134,                 0.8588,                0.29843,                0.87469,              0.0084853,              0.0084853,              0.0084853
                    155,                0.47198,                  0.583,                0.27782,                0.81488,                0.94699,                 0.9365,                0.97063,                0.86801,                0.94631,                0.93583,                0.96996,                0.74588,                0.52189,                0.88091,                0.29712,                0.87387,              0.0084754,              0.0084754,              0.0084754
                    156,                0.47346,                0.59533,                0.28121,                0.81617,                0.94689,                0.93609,                0.97056,                  0.866,                0.94683,                0.93553,                0.97006,                0.75106,                0.52709,                0.88385,                0.29913,                0.87785,              0.0084655,              0.0084655,              0.0084655
                    157,                0.47192,                0.58774,                0.27602,                 0.8158,                0.94451,                0.93878,                0.97043,                0.86674,                 0.9448,                0.93681,                0.96942,                0.75278,                0.52359,                0.88154,                0.29774,                 0.8749,              0.0084556,              0.0084556,              0.0084556
                    158,                 0.4776,                0.59428,                0.27674,                0.81622,                0.94656,                0.93582,                0.97071,                0.86885,                0.94663,                0.93459,                0.97018,                0.74827,                0.52255,                0.87654,                0.29733,                0.87338,              0.0084457,              0.0084457,              0.0084457
                    159,                 0.4713,                0.57804,                0.27521,                0.81378,                0.94703,                  0.936,                0.96993,                0.86904,                0.94748,                0.93503,                0.96996,                0.75514,                 0.5205,                0.87216,                0.29639,                0.87575,              0.0084358,              0.0084358,              0.0084358
                    160,                0.46327,                0.57667,                0.27332,                0.81676,                0.94582,                0.93784,                0.97065,                0.86888,                 0.9464,                0.93747,                0.97008,                0.74863,                0.52391,                0.88316,                0.29349,                0.87641,              0.0084259,              0.0084259,              0.0084259
                    161,                 0.4809,                0.60593,                 0.2805,                0.81564,                0.94532,                0.94034,                0.97075,                0.86838,                0.94388,                0.94104,                0.97052,                0.74629,                0.52177,                 0.8694,                0.29409,                0.87737,               0.008416,               0.008416,               0.008416
                    162,                0.47358,                0.58718,                0.27793,                0.81493,                0.94742,                0.93496,                 0.9713,                0.86887,                0.94833,                0.93502,                0.97092,                0.75359,                0.52157,                0.87759,                0.29425,                0.87514,              0.0084061,              0.0084061,              0.0084061
                    163,                0.47303,                0.58398,                0.27586,                0.81437,                0.94948,                0.93099,                0.96957,                0.86658,                0.95063,                0.93091,                0.96919,                0.74575,                0.52107,                0.88284,                0.29612,                0.87811,              0.0083962,              0.0083962,              0.0083962
                    164,                0.46466,                0.58004,                0.27845,                0.81558,                0.94987,                 0.9337,                0.97086,                0.87036,                0.95063,                0.93388,                0.97068,                0.75168,                0.51327,                0.88057,                0.29401,                0.87495,              0.0083863,              0.0083863,              0.0083863
                    165,                0.46509,                0.57745,                0.27616,                0.81561,                0.94805,                0.93585,                0.97168,                0.87123,                0.94706,                0.93589,                0.97091,                0.75359,                0.51595,                0.86377,                 0.2956,                0.87501,              0.0083764,              0.0083764,              0.0083764
                    166,                0.46672,                0.58886,                0.27279,                0.81643,                0.94962,                0.93366,                0.97088,                0.86889,                0.94821,                0.93534,                0.97059,                0.75043,                0.51948,                0.87442,                0.29421,                0.87607,              0.0083665,              0.0083665,              0.0083665
                    167,                0.46763,                 0.5841,                0.27444,                0.81775,                 0.9452,                0.93726,                0.96989,                0.86791,                0.94472,                0.93724,                0.97018,                0.74711,                0.51883,                0.86427,                0.29799,                0.87506,              0.0083566,              0.0083566,              0.0083566
                    168,                0.46845,                0.58239,                0.28209,                0.81761,                0.94872,                0.93225,                0.97022,                0.87037,                0.94815,                  0.933,                0.96962,                0.74918,                0.52186,                0.87655,                 0.2959,                0.87632,              0.0083467,              0.0083467,              0.0083467
                    169,                0.46261,                0.57796,                0.27511,                0.81636,                0.95105,                0.93392,                0.97005,                0.86567,                0.95046,                0.93355,                 0.9699,                0.74744,                0.51857,                0.86634,                 0.2962,                0.87603,              0.0083368,              0.0083368,              0.0083368
                    170,                0.46849,                0.58455,                0.27839,                0.81645,                0.94826,                0.93362,                0.97089,                0.87009,                0.94921,                0.93406,                0.97161,                0.75707,                0.51964,                0.87342,                0.29386,                0.87602,              0.0083269,              0.0083269,              0.0083269
                    171,                0.46729,                0.58304,                0.27869,                0.81454,                0.94609,                0.93575,                0.97042,                0.86923,                0.94637,                0.93556,                 0.9706,                0.75207,                0.52083,                0.88359,                0.29361,                0.87624,               0.008317,               0.008317,               0.008317
                    172,                0.46893,                0.58693,                0.27261,                0.81463,                0.94882,                0.93552,                0.97079,                0.86823,                0.94809,                 0.9354,                0.97012,                 0.7482,                0.52405,                0.88027,                0.29407,                0.87824,              0.0083071,              0.0083071,              0.0083071
                    173,                 0.4776,                0.58495,                0.27847,                0.81556,                0.94913,                 0.9357,                0.97047,                0.86809,                0.94814,                0.93518,                0.97024,                 0.7542,                0.52187,                0.89283,                0.29383,                0.87524,              0.0082972,              0.0082972,              0.0082972
                    174,                0.46639,                0.58101,                 0.2739,                 0.8145,                 0.9482,                0.93333,                 0.9708,                0.86816,                0.94809,                0.93244,                0.96995,                 0.7508,                0.52228,                0.87495,                0.29663,                0.87408,              0.0082873,              0.0082873,              0.0082873
                    175,                0.46738,                0.58366,                0.27364,                0.81537,                0.94491,                0.93923,                0.97016,                 0.8654,                0.94383,                0.93774,                0.96935,                0.74473,                0.52623,                0.88824,                0.29629,                0.87625,              0.0082774,              0.0082774,              0.0082774
                    176,                0.46342,                0.57399,                0.27527,                0.81531,                0.94902,                0.93362,                0.97054,                0.86638,                 0.9482,                0.93384,                0.96982,                 0.7443,                0.51968,                0.88203,                0.29554,                 0.8748,              0.0082675,              0.0082675,              0.0082675
                    177,                0.47466,                0.58932,                0.27635,                0.81459,                0.94852,                0.93789,                0.97108,                0.86961,                0.94575,                0.93949,                0.97062,                0.75487,                  0.522,                0.89353,                0.29169,                0.87835,              0.0082576,              0.0082576,              0.0082576
                    178,                0.46939,                0.58334,                0.27663,                0.81554,                 0.9484,                0.93692,                0.97188,                0.87192,                0.94782,                0.93536,                0.97162,                0.75345,                0.51732,                0.87408,                0.29226,                 0.8738,              0.0082477,              0.0082477,              0.0082477
                    179,                0.47136,                0.58227,                0.27275,                0.81505,                0.94855,                0.93336,                0.97145,                0.86939,                0.94798,                0.93403,                0.97095,                0.74937,                0.51708,                0.87853,                0.29421,                0.87392,              0.0082378,              0.0082378,              0.0082378
                    180,                0.47221,                0.58576,                0.27726,                0.81589,                0.94635,                0.93519,                0.97166,                0.86987,                0.94561,                0.93559,                0.97131,                0.75226,                0.51629,                0.86081,                0.29637,                 0.8727,              0.0082279,              0.0082279,              0.0082279
                    181,                0.47535,                0.59009,                0.27554,                0.81546,                0.94712,                0.93299,                0.97056,                0.86777,                0.94589,                  0.934,                0.96988,                0.74704,                0.52408,                0.88501,                0.29604,                0.87812,               0.008218,               0.008218,               0.008218
                    182,                0.46832,                0.57443,                 0.2722,                0.81373,                0.94864,                0.93198,                0.97007,                 0.8688,                0.94815,                 0.9315,                0.96965,                0.75193,                0.51896,                0.87926,                0.29552,                0.87669,              0.0082081,              0.0082081,              0.0082081
                    183,                 0.4741,                0.59049,                0.27794,                0.81511,                0.94758,                0.93765,                0.97169,                 0.8719,                0.94671,                0.93657,                0.97102,                0.75671,                0.51543,                0.86772,                0.29133,                 0.8744,              0.0081982,              0.0081982,              0.0081982
                    184,                0.46859,                 0.5884,                  0.275,                0.81586,                0.94801,                0.93529,                0.97045,                0.86724,                0.94788,                  0.935,                0.96997,                0.75071,                0.52281,                0.87976,                0.29337,                0.87727,              0.0081883,              0.0081883,              0.0081883
                    185,                0.46179,                0.57652,                0.27399,                0.81461,                0.94691,                0.93589,                0.96977,                0.86484,                0.94719,                0.93511,                0.96917,                0.74653,                0.52177,                0.89382,                0.29394,                0.87675,              0.0081784,              0.0081784,              0.0081784
                    186,                0.46758,                0.58461,                0.27401,                0.81479,                0.94893,                0.93407,                0.97134,                0.86949,                0.94746,                0.93544,                0.97047,                0.75317,                0.52157,                0.89046,                0.29265,                 0.8783,              0.0081685,              0.0081685,              0.0081685
                    187,                0.45662,                0.57078,                0.27258,                 0.8135,                0.94933,                0.93385,                0.97016,                0.86571,                0.94933,                0.93385,                0.96999,                0.74656,                0.52063,                0.87332,                0.29386,                0.87529,              0.0081586,              0.0081586,              0.0081586
                    188,                0.46428,                0.57976,                0.27298,                0.81551,                 0.9464,                0.93774,                0.97142,                0.87105,                0.94546,                0.93846,                0.97118,                0.75298,                0.51861,                0.87141,                0.29131,                0.87404,              0.0081487,              0.0081487,              0.0081487
                    189,                 0.4755,                0.58992,                0.27647,                0.81732,                0.95039,                0.93281,                0.97051,                0.86781,                0.95056,                0.93336,                0.96961,                0.75072,                 0.5183,                0.88279,                 0.2939,                0.87501,              0.0081388,              0.0081388,              0.0081388
                    190,                0.46778,                0.58583,                0.28014,                 0.8165,                0.94631,                0.93667,                0.96975,                0.86823,                0.94783,                0.93425,                0.96953,                0.74717,                0.51784,                0.87955,                0.29155,                0.87609,              0.0081289,              0.0081289,              0.0081289
                    191,                0.47079,                0.59029,                0.27314,                0.81472,                0.94804,                0.93444,                0.97013,                0.86898,                0.94804,                0.93497,                0.97003,                0.75211,                0.51723,                 0.8855,                0.29189,                0.87607,               0.008119,               0.008119,               0.008119
                    192,                0.46003,                 0.5712,                 0.2716,                0.81478,                0.94999,                0.93336,                0.96983,                0.86675,                0.95042,                0.93307,                0.96923,                0.74568,                0.52055,                0.88305,                0.28969,                0.87773,              0.0081091,              0.0081091,              0.0081091
                    193,                0.47014,                0.58525,                 0.2764,                 0.8162,                0.94929,                0.93351,                0.97072,                0.86928,                 0.9496,                0.93321,                0.96978,                0.75175,                0.51971,                0.87831,                0.29227,                0.87641,              0.0080992,              0.0080992,              0.0080992
                    194,                0.46405,                0.58179,                0.27611,                0.81407,                0.94873,                0.93502,                 0.9702,                0.86812,                0.94874,                0.93503,                0.96936,                0.74775,                0.51812,                0.89111,                 0.2927,                0.87618,              0.0080893,              0.0080893,              0.0080893
                    195,                0.46908,                0.58082,                0.27355,                0.81345,                0.94759,                0.93759,                0.97156,                0.87105,                0.94625,                0.93782,                 0.9709,                0.75618,                 0.5174,                 0.8763,                0.29186,                0.87724,              0.0080794,              0.0080794,              0.0080794
                    196,                0.46959,                0.58828,                0.27426,                0.81452,                0.94974,                  0.937,                  0.972,                0.87042,                0.94974,                0.93609,                0.97152,                0.75599,                0.52447,                0.87317,                0.29254,                0.87682,              0.0080695,              0.0080695,              0.0080695
                    197,                0.46373,                0.57529,                0.27288,                0.81418,                0.95089,                0.93324,                0.97053,                0.86716,                0.94975,                0.93488,                0.97084,                0.74692,                0.52192,                0.87037,                0.29245,                0.87512,              0.0080596,              0.0080596,              0.0080596
                    198,                0.46335,                0.57646,                 0.2711,                0.81458,                0.94904,                0.93842,                0.97143,                0.87094,                0.94898,                0.93783,                 0.9714,                0.75702,                0.51909,                0.89957,                0.29018,                0.87655,              0.0080497,              0.0080497,              0.0080497
                    199,                 0.4692,                0.58704,                0.27285,                0.81376,                0.94776,                0.93722,                0.97069,                0.86739,                 0.9475,                0.93742,                0.97011,                0.74924,                0.51786,                0.90447,                0.29179,                0.87617,              0.0080398,              0.0080398,              0.0080398
                    200,                0.46733,                0.58196,                0.27171,                0.81509,                0.95051,                0.93206,                0.97075,                0.86896,                0.95084,                0.93213,                0.97048,                0.75781,                0.52187,                0.88213,                0.29239,                0.87823,              0.0080299,              0.0080299,              0.0080299
                    201,                0.47058,                 0.5818,                0.27427,                0.81526,                0.94738,                0.93526,                0.97064,                0.86889,                0.94863,                0.93466,                0.97051,                 0.7522,                0.52166,                  0.882,                0.29313,                0.87737,                0.00802,                0.00802,                0.00802
                    202,                 0.4662,                 0.5851,                0.27326,                 0.8174,                0.94629,                0.93789,                0.97104,                0.87029,                0.94581,                0.93833,                0.97078,                0.75097,                0.51817,                 0.8822,                0.29354,                 0.8754,              0.0080101,              0.0080101,              0.0080101
                    203,                0.47149,                0.59116,                0.27498,                0.81404,                0.94674,                0.93657,                0.97106,                0.86804,                 0.9462,                 0.9367,                0.97031,                0.74811,                0.52372,                0.89419,                0.29357,                0.87667,              0.0080002,              0.0080002,              0.0080002
                    204,                0.46293,                0.57798,                0.27413,                0.81494,                0.94878,                0.93263,                0.97038,                0.86972,                0.94731,                0.93316,                0.96916,                0.74994,                0.51949,                 0.8812,                0.29314,                 0.8764,              0.0079903,              0.0079903,              0.0079903
                    205,                 0.4616,                0.57389,                0.26856,                0.81443,                0.94573,                0.93292,                0.96918,                0.86638,                0.94547,                0.93218,                0.96902,                0.75164,                 0.5249,                0.89327,                0.29502,                0.87927,              0.0079804,              0.0079804,              0.0079804
                    206,                0.47159,                0.59681,                0.27445,                 0.8182,                0.94421,                0.93438,                0.96841,                0.86274,                0.94417,                0.93459,                0.96725,                 0.7493,                0.52024,                0.87837,                0.29518,                0.87772,              0.0079705,              0.0079705,              0.0079705
                    207,                0.47612,                0.58981,                0.27529,                0.81498,                0.94681,                0.93661,                0.97017,                0.86511,                0.94779,                0.93566,                0.96905,                0.74266,                0.52628,                0.89159,                0.29281,                0.87842,              0.0079606,              0.0079606,              0.0079606
                    208,                0.46106,                0.57671,                0.27143,                0.81395,                0.94859,                0.93446,                0.97032,                0.86765,                0.94681,                0.93448,                0.96975,                0.74863,                0.51846,                0.88962,                 0.2929,                0.87645,              0.0079507,              0.0079507,              0.0079507
                    209,                0.46376,                0.57028,                0.27449,                0.81279,                0.94931,                 0.9332,                 0.9706,                 0.8678,                0.94914,                0.93264,                0.97024,                0.74786,                 0.5235,                0.87576,                0.29297,                0.87789,              0.0079408,              0.0079408,              0.0079408
                    210,                0.47091,                 0.5911,                0.27367,                0.81564,                0.94905,                0.93587,                0.97155,                0.86987,                0.94734,                0.93648,                0.97108,                0.75611,                0.51913,                0.88505,                0.29281,                0.87474,              0.0079309,              0.0079309,              0.0079309
                    211,                0.46883,                0.58491,                 0.2712,                0.81546,                0.94717,                0.93655,                0.97163,                0.86992,                0.94672,                0.93611,                0.97066,                0.74682,                0.52211,                0.87751,                  0.292,                0.87744,               0.007921,               0.007921,               0.007921
                    212,                0.46738,                  0.581,                0.27423,                0.81653,                0.94727,                0.93775,                0.97091,                0.86707,                0.94702,                0.93733,                0.97015,                0.75229,                0.52251,                 0.8934,                0.29254,                0.87737,              0.0079111,              0.0079111,              0.0079111
                    213,                0.46477,                0.57594,                 0.2693,                0.81516,                0.94629,                0.93514,                0.97027,                0.86593,                  0.947,                0.93549,                 0.9699,                0.74754,                0.52607,                 0.8837,                0.29383,                0.87704,              0.0079012,              0.0079012,              0.0079012
                    214,                0.45957,                0.57364,                0.27284,                 0.8141,                0.94778,                0.93726,                0.97128,                0.86856,                0.94854,                0.93511,                0.97038,                0.75416,                0.52061,                0.89316,                0.28961,                 0.8777,              0.0078913,              0.0078913,              0.0078913
                    215,                0.46023,                 0.5755,                 0.2722,                0.81495,                0.94778,                0.93329,                 0.9713,                  0.869,                0.94765,                0.93429,                0.97073,                0.74818,                  0.521,                0.88436,                 0.2937,                0.87694,              0.0078814,              0.0078814,              0.0078814
                    216,                0.47092,                0.58317,                0.27608,                0.81356,                0.94659,                0.93704,                0.97164,                0.86895,                0.94617,                0.93715,                0.97058,                0.75386,                0.52109,                0.90567,                0.29328,                0.87715,              0.0078715,              0.0078715,              0.0078715
                    217,                0.46637,                0.58189,                0.26802,                0.81331,                0.94522,                0.93605,                 0.9714,                0.86864,                0.94513,                0.93628,                0.97053,                0.74883,                0.52091,                0.88325,                0.29152,                0.87743,              0.0078616,              0.0078616,              0.0078616
                    218,                0.46214,                 0.5821,                0.27102,                0.81411,                0.94635,                0.93529,                0.97076,                0.86973,                0.94625,                0.93611,                0.97018,                0.75062,                0.51888,                0.87898,                0.29164,                0.87638,              0.0078517,              0.0078517,              0.0078517
                    219,                0.45904,                0.56277,                0.26993,                0.81288,                0.95002,                0.93444,                0.97121,                0.87032,                0.94978,                0.93318,                0.97044,                0.75225,                0.51882,                 0.8897,                0.29157,                0.87629,              0.0078418,              0.0078418,              0.0078418
                    220,                0.45493,                0.56382,                0.26477,                0.81297,                0.94903,                0.93362,                0.97094,                0.86894,                0.94952,                 0.9327,                0.97047,                0.74976,                0.51669,                0.89203,                 0.2921,                0.87551,              0.0078319,              0.0078319,              0.0078319
                    221,                0.45878,                0.56193,                0.26605,                0.81159,                0.94795,                0.93707,                0.97118,                0.87041,                0.94673,                0.93637,                0.96994,                0.75494,                0.51847,                0.90196,                0.29085,                0.87758,               0.007822,               0.007822,               0.007822
                    222,                0.45386,                0.56949,                0.26475,                0.81484,                0.94647,                  0.937,                 0.9707,                  0.867,                0.94606,                0.93652,                0.96961,                0.74948,                0.52173,                0.89139,                0.29284,                0.87802,              0.0078121,              0.0078121,              0.0078121
                    223,                0.45506,                0.56546,                 0.2706,                0.81393,                0.94531,                 0.9376,                0.97085,                0.86857,                0.94486,                0.93716,                0.97019,                0.75032,                0.51962,                0.89602,                0.29122,                0.87945,              0.0078022,              0.0078022,              0.0078022
                    224,                0.46111,                0.56442,                0.27315,                0.81245,                0.94876,                0.93493,                0.97025,                0.86769,                0.94991,                0.93508,                0.97014,                0.74957,                0.51735,                0.89818,                0.29171,                  0.877,              0.0077923,              0.0077923,              0.0077923
                    225,                0.45958,                 0.5763,                0.27075,                0.81461,                0.94565,                0.93872,                0.97154,                0.87081,                 0.9454,                0.93811,                0.97064,                0.75225,                0.52054,                0.88709,                0.29243,                0.87831,              0.0077824,              0.0077824,              0.0077824
                    226,                 0.4588,                0.57027,                 0.2685,                0.81196,                0.94888,                0.93522,                0.97096,                0.86957,                0.94835,                 0.9347,                 0.9701,                0.75397,                0.51938,                0.89158,                0.29046,                0.87726,              0.0077725,              0.0077725,              0.0077725
                    227,                0.46857,                0.58658,                 0.2715,                0.81375,                0.94917,                0.93532,                0.97154,                0.86956,                  0.951,                0.93401,                0.97036,                0.74938,                 0.5198,                0.89359,                0.29071,                0.87717,              0.0077626,              0.0077626,              0.0077626
                    228,                0.45617,                0.56278,                0.26733,                0.81296,                0.94898,                0.93436,                 0.9708,                0.86984,                0.95029,                0.93537,                0.97078,                0.75239,                0.51944,                0.89651,                0.29117,                0.87644,              0.0077527,              0.0077527,              0.0077527
                    229,                0.47148,                0.58598,                0.27556,                 0.8134,                0.94653,                 0.9373,                0.97121,                0.87011,                0.94782,                0.93606,                  0.971,                0.75348,                0.51928,                0.89761,                0.29073,                0.87749,              0.0077428,              0.0077428,              0.0077428
                    230,                0.45682,                0.56975,                0.26959,                0.81479,                0.94554,                  0.938,                0.97096,                0.86846,                0.94617,                 0.9377,                0.97034,                0.75031,                 0.5235,                0.89372,                0.29338,                0.87844,              0.0077329,              0.0077329,              0.0077329
                    231,                0.46702,                0.57741,                0.26904,                0.81318,                0.94723,                0.93566,                0.97085,                  0.867,                 0.9472,                0.93391,                0.96989,                0.74966,                0.52193,                0.90049,                0.29122,                0.87859,               0.007723,               0.007723,               0.007723
                    232,                0.45732,                0.56949,                0.27007,                 0.8149,                0.94771,                0.93492,                 0.9701,                0.86606,                0.94793,                0.93613,                0.96976,                0.74791,                0.52644,                0.89495,                0.29076,                0.87992,              0.0077131,              0.0077131,              0.0077131
                    233,                0.46277,                0.57425,                0.26982,                0.81445,                0.94567,                0.93572,                0.97107,                0.86927,                0.94598,                0.93581,                0.96991,                0.75023,                0.52564,                0.90362,                0.29318,                0.87975,              0.0077032,              0.0077032,              0.0077032
                    234,                  0.459,                  0.571,                0.26693,                0.81465,                0.94542,                  0.935,                0.97005,                0.86669,                0.94663,                0.93407,                0.96953,                0.75074,                0.52385,                0.90395,                0.29399,                0.87897,              0.0076933,              0.0076933,              0.0076933
                    235,                0.44877,                0.55748,                0.26741,                 0.8122,                0.94718,                 0.9334,                0.96989,                0.86751,                0.94905,                0.93365,                0.96969,                0.74876,                0.52047,                0.90763,                0.29305,                0.87744,              0.0076834,              0.0076834,              0.0076834
                    236,                0.46569,                 0.5829,                 0.2775,                0.81402,                0.94604,                0.93545,                0.97083,                0.86983,                0.94356,                0.93796,                0.97062,                0.75073,                0.51994,                0.88718,                0.29398,                0.87658,              0.0076735,              0.0076735,              0.0076735
                    237,                0.46002,                0.57845,                0.26853,                0.81439,                0.94634,                0.93382,                0.96983,                0.86881,                0.94637,                0.93462,                0.96954,                0.75198,                0.52242,                0.89634,                0.29228,                0.88014,              0.0076636,              0.0076636,              0.0076636
                    238,                 0.4613,                0.56074,                0.26708,                0.81255,                0.94652,                0.93425,                0.97042,                0.87032,                0.94726,                0.93432,                0.97009,                0.75206,                 0.5201,                 0.9048,                0.29329,                0.87931,              0.0076537,              0.0076537,              0.0076537
                    239,                0.46203,                0.58277,                 0.2678,                0.81456,                0.94773,                0.93434,                0.97062,                0.87062,                0.94788,                0.93449,                0.97056,                 0.7501,                0.52139,                0.90428,                0.29169,                 0.8783,              0.0076438,              0.0076438,              0.0076438
                    240,                0.46481,                0.57455,                0.27035,                0.81311,                0.94809,                0.93359,                0.97102,                0.87148,                0.94845,                0.93461,                0.97149,                0.75385,                0.52008,                0.88547,                0.29223,                0.87662,              0.0076339,              0.0076339,              0.0076339
                    241,                 0.4558,                0.56869,                0.26543,                0.81268,                0.94392,                0.93678,                0.96972,                0.86903,                0.94525,                0.93782,                0.97088,                0.75212,                0.52327,                0.89786,                0.29209,                0.87957,               0.007624,               0.007624,               0.007624
                    242,                0.45785,                0.56949,                0.26918,                0.81529,                0.94506,                0.93556,                0.97016,                0.86962,                0.94637,                0.93559,                0.97078,                0.75549,                0.52455,                0.89301,                0.29055,                0.88012,              0.0076141,              0.0076141,              0.0076141
                    243,                0.45778,                0.56834,                0.27112,                0.81175,                0.94297,                0.93687,                 0.9704,                0.87012,                0.94487,                0.93671,                0.97079,                0.75202,                0.52366,                  0.906,                0.29264,                0.87893,              0.0076042,              0.0076042,              0.0076042
                    244,                0.45733,                0.56598,                0.26739,                0.81256,                0.94495,                0.93667,                0.97106,                0.87062,                0.94592,                0.93548,                0.97052,                 0.7505,                 0.5186,                0.88854,                0.29169,                0.87691,              0.0075943,              0.0075943,              0.0075943
                    245,                0.46473,                0.57593,                0.26913,                0.81218,                0.94733,                0.93493,                0.97133,                 0.8719,                 0.9474,                0.93501,                0.97122,                0.75266,                0.51716,                0.88379,                0.29037,                  0.876,              0.0075844,              0.0075844,              0.0075844
