                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    594,                0.41662,                0.51204,                0.24376,                0.80334,                0.94704,                0.93684,                0.97022,                0.87285,                0.94684,                0.93774,                0.97039,                0.75539,                0.51872,                0.95068,                0.28071,                0.88437,              0.0041293,              0.0041293,              0.0041293
                    595,                0.41478,                 0.5165,                0.24369,                0.80564,                0.94601,                0.93752,                0.97004,                0.87265,                0.94649,                  0.938,                0.97049,                0.75518,                0.51888,                0.94942,                0.28046,                0.88427,              0.0041194,              0.0041194,              0.0041194
                    596,                0.41642,                0.52224,                0.24069,                0.80535,                0.94698,                0.93644,                0.96996,                0.87268,                0.94679,                0.93805,                0.97043,                0.75577,                0.51864,                0.94631,                0.28021,                0.88448,              0.0041095,              0.0041095,              0.0041095
                    597,                0.42181,                0.52486,                0.24522,                0.80577,                0.94777,                0.93477,                0.96992,                0.87305,                0.94683,                0.93692,                0.97029,                0.75571,                 0.5193,                0.94854,                0.28028,                0.88505,              0.0040996,              0.0040996,              0.0040996
                    598,                0.41822,                0.51723,                0.24234,                0.80354,                0.94912,                0.93392,                0.97012,                0.87306,                0.94999,                0.93477,                0.97057,                 0.7558,                0.51871,                0.95104,                0.28045,                0.88489,              0.0040897,              0.0040897,              0.0040897
                    599,                0.41366,                0.51343,                0.24198,                0.80479,                0.94919,                0.93381,                0.97002,                0.87262,                0.94896,                0.93511,                0.97023,                0.75518,                0.51864,                0.95154,                0.28058,                 0.8849,              0.0040798,              0.0040798,              0.0040798
                    600,                0.41829,                0.51753,                0.24299,                0.80478,                0.94885,                0.93422,                0.97012,                 0.8727,                0.94908,                0.93518,                0.97028,                0.75487,                0.51922,                 0.9525,                0.28049,                0.88509,              0.0040699,              0.0040699,              0.0040699
                    601,                0.41749,                0.51989,                 0.2416,                0.80524,                0.94795,                0.93485,                0.97018,                0.87278,                0.94825,                0.93514,                0.97009,                0.75508,                0.51963,                0.95329,                0.28027,                 0.8856,                0.00406,                0.00406,                0.00406
                    602,                 0.4095,                0.51126,                0.23943,                 0.8049,                 0.9476,                0.93492,                0.97004,                0.87292,                0.94775,                0.93518,                0.96998,                0.75558,                0.51974,                0.95208,                0.28023,                0.88578,              0.0040501,              0.0040501,              0.0040501
                    603,                0.41597,                0.51565,                0.24228,                0.80566,                0.94881,                0.93519,                 0.9702,                0.87315,                0.94835,                0.93597,                0.97006,                0.75583,                0.51953,                0.94995,                0.28057,                0.88544,              0.0040402,              0.0040402,              0.0040402
                    604,                0.41258,                0.51404,                0.24212,                0.80451,                0.94872,                0.93492,                0.97035,                0.87333,                0.94844,                0.93511,                0.96976,                0.75563,                0.51981,                 0.9478,                0.28093,                  0.885,              0.0040303,              0.0040303,              0.0040303
                    605,                0.41579,                0.52132,                0.24329,                 0.8065,                0.95012,                0.93427,                0.97039,                0.87329,                0.95016,                0.93431,                0.96977,                0.75528,                0.52004,                0.94617,                0.28086,                0.88546,              0.0040204,              0.0040204,              0.0040204
                    606,                0.41695,                0.51508,                0.24192,                0.80427,                0.94957,                0.93559,                0.97055,                0.87349,                0.94934,                0.93537,                0.97022,                 0.7556,                0.51979,                0.94498,                0.28091,                0.88517,              0.0040105,              0.0040105,              0.0040105
                    607,                0.41321,                0.51299,                0.24106,                0.80468,                 0.9494,                0.93507,                0.97039,                0.87349,                 0.9493,                0.93518,                0.97002,                0.75545,                0.51938,                0.94626,                0.28061,                0.88505,              0.0040006,              0.0040006,              0.0040006
                    608,                0.41419,                0.51164,                0.24163,                0.80278,                0.94953,                0.93474,                0.97017,                0.87298,                 0.9487,                0.93544,                0.96982,                0.75528,                0.52025,                0.95127,                0.28077,                0.88566,              0.0039907,              0.0039907,              0.0039907
                    609,                0.41698,                0.51439,                0.24148,                0.80279,                0.94945,                0.93429,                0.97031,                0.87275,                0.94923,                0.93448,                0.96983,                0.75506,                 0.5203,                0.95204,                0.28086,                0.88571,              0.0039808,              0.0039808,              0.0039808
                    610,                0.41624,                 0.5136,                0.24211,                0.80488,                0.94945,                0.93477,                 0.9702,                0.87275,                0.94956,                0.93474,                0.96999,                0.75429,                0.52081,                0.95201,                0.28061,                0.88609,              0.0039709,              0.0039709,              0.0039709
                    611,                0.42133,                0.52052,                 0.2448,                0.80392,                0.94978,                0.93477,                 0.9704,                0.87255,                0.95012,                0.93436,                0.96985,                0.75336,                0.52086,                0.95145,                0.28047,                0.88604,               0.003961,               0.003961,               0.003961
                    612,                0.41637,                0.51576,                0.24202,                 0.8045,                0.95008,                0.93451,                0.97024,                 0.8725,                0.95018,                 0.9344,                0.96968,                0.75372,                0.52038,                0.95072,                0.28048,                0.88573,              0.0039511,              0.0039511,              0.0039511
                    613,                0.40649,                0.50478,                0.23794,                0.80563,                0.95053,                0.93461,                0.97032,                0.87249,                0.95003,                0.93474,                 0.9698,                0.75355,                0.51983,                0.94676,                0.28078,                0.88511,              0.0039412,              0.0039412,              0.0039412
                    614,                0.41773,                0.51202,                0.24335,                0.80436,                 0.9496,                0.93545,                0.97031,                0.87281,                0.95036,                0.93479,                0.96971,                0.75408,                0.51967,                0.94687,                0.28069,                0.88489,              0.0039313,              0.0039313,              0.0039313
                    615,                0.41849,                0.52168,                0.24132,                0.80563,                0.95015,                 0.9357,                0.97059,                0.87338,                0.95028,                0.93474,                0.97008,                 0.7547,                0.51961,                0.94872,                0.28038,                0.88492,              0.0039214,              0.0039214,              0.0039214
                    616,                0.41173,                0.51362,                0.24161,                0.80541,                0.95057,                0.93405,                0.97068,                0.87326,                 0.9502,                0.93462,                 0.9701,                0.75421,                0.51957,                0.95161,                0.28057,                0.88481,              0.0039115,              0.0039115,              0.0039115
                    617,                0.40926,                0.50617,                0.23977,                0.80322,                0.95033,                0.93422,                0.97043,                  0.873,                0.95065,                0.93388,                0.97003,                0.75402,                0.51972,                0.95111,                0.28043,                0.88476,              0.0039016,              0.0039016,              0.0039016
                    618,                0.42538,                0.52671,                0.24548,                0.80551,                0.94838,                0.93555,                0.97065,                0.87326,                0.94961,                0.93492,                0.97017,                0.75403,                0.51945,                0.95145,                   0.28,                0.88484,              0.0038917,              0.0038917,              0.0038917
                    619,                0.41182,                 0.5103,                0.24185,                0.80318,                0.94848,                0.93571,                0.97053,                0.87325,                0.94805,                0.93615,                0.97014,                0.75423,                0.51974,                  0.953,                0.27995,                0.88512,              0.0038818,              0.0038818,              0.0038818
                    620,                0.41023,                0.51139,                0.23905,                0.80562,                0.94967,                0.93418,                0.97091,                0.87356,                0.94699,                0.93626,                0.96982,                0.75551,                0.51919,                 0.9511,                0.28005,                0.88479,              0.0038719,              0.0038719,              0.0038719
                    621,                0.41545,                0.52172,                0.24347,                 0.8056,                 0.9506,                0.93414,                0.97083,                0.87312,                0.94824,                0.93598,                0.96978,                0.75549,                0.51945,                0.95331,                0.28009,                0.88507,               0.003862,               0.003862,               0.003862
                    622,                0.41225,                0.51402,                0.24113,                0.80266,                0.95028,                0.93397,                0.97067,                 0.8728,                0.94843,                0.93616,                0.96978,                0.75508,                0.51975,                0.95432,                0.27981,                0.88564,              0.0038521,              0.0038521,              0.0038521
                    623,                0.41297,                 0.5111,                0.24074,                0.80465,                0.95041,                0.93371,                0.97079,                0.87289,                0.94864,                0.93482,                0.96969,                0.75613,                0.51971,                0.95379,                 0.2802,                0.88509,              0.0038422,              0.0038422,              0.0038422
                    624,                0.41197,                0.51375,                0.24041,                0.80474,                0.95058,                0.93448,                0.97087,                0.87301,                0.94961,                0.93491,                0.96999,                 0.7551,                0.51983,                0.95272,                0.27984,                0.88499,              0.0038323,              0.0038323,              0.0038323
                    625,                0.41554,                0.51155,                0.24378,                0.80294,                0.94917,                0.93466,                0.97085,                0.87301,                0.94921,                 0.9347,                 0.9701,                0.75477,                0.51975,                0.95402,                0.27993,                  0.885,              0.0038224,              0.0038224,              0.0038224
                    626,                0.40848,                0.50633,                0.24107,                0.80363,                 0.9507,                0.93371,                0.97116,                0.87327,                0.95014,                0.93397,                0.97011,                0.75495,                0.51925,                0.95338,                0.27972,                0.88461,              0.0038125,              0.0038125,              0.0038125
                    627,                0.41449,                0.51518,                0.24047,                0.80432,                 0.9507,                0.93396,                0.97091,                0.87312,                0.94964,                0.93448,                0.96995,                0.75486,                0.51936,                 0.9533,                0.27952,                 0.8848,              0.0038026,              0.0038026,              0.0038026
                    628,                0.41277,                0.51336,                0.23974,                0.80367,                 0.9514,                0.93288,                0.97075,                0.87284,                 0.9511,                0.93258,                0.96971,                 0.7548,                0.51997,                0.95359,                0.27941,                0.88521,              0.0037927,              0.0037927,              0.0037927
                    629,                0.41772,                0.51985,                0.24234,                0.80357,                0.95146,                0.93319,                0.97078,                0.87304,                0.95091,                0.93286,                0.96992,                0.75489,                0.52016,                0.95282,                0.27939,                0.88527,              0.0037828,              0.0037828,              0.0037828
                    630,                0.41448,                0.51476,                0.24142,                0.80323,                0.95002,                0.93456,                0.97069,                 0.8729,                0.94991,                0.93444,                 0.9701,                0.75511,                0.51992,                0.95657,                0.27947,                0.88521,              0.0037729,              0.0037729,              0.0037729
                    631,                0.41619,                0.51136,                 0.2415,                0.80347,                 0.9497,                0.93544,                0.97057,                0.87263,                0.94929,                0.93518,                0.96989,                0.75435,                0.52061,                0.95693,                0.27977,                0.88573,               0.003763,               0.003763,               0.003763
                    632,                0.41112,                0.51315,                0.23964,                0.80447,                0.94867,                0.93641,                0.97053,                0.87297,                0.94895,                0.93531,                0.96978,                0.75415,                0.52059,                0.95712,                0.27969,                0.88593,              0.0037531,              0.0037531,              0.0037531
                    633,                 0.4103,                0.50616,                0.24112,                0.80392,                 0.9474,                0.93678,                0.97063,                  0.873,                 0.9476,                0.93659,                0.96997,                 0.7547,                0.52027,                0.95369,                0.27987,                 0.8859,              0.0037432,              0.0037432,              0.0037432
                    634,                0.41707,                0.52437,                0.24314,                0.80546,                0.94763,                0.93641,                0.97036,                0.87271,                0.94822,                0.93592,                0.96984,                0.75487,                0.52008,                0.95229,                0.27984,                0.88582,              0.0037333,              0.0037333,              0.0037333
                    635,                0.40701,                0.50725,                0.23875,                0.80327,                0.94821,                0.93684,                0.97034,                0.87259,                0.94793,                0.93677,                0.96962,                0.75444,                0.52034,                0.95345,                0.28021,                0.88612,              0.0037234,              0.0037234,              0.0037234
                    636,                0.41279,                0.51161,                0.24241,                0.80353,                0.94813,                0.93696,                0.97038,                0.87267,                0.94757,                0.93672,                0.96968,                0.75489,                0.52046,                0.95383,                0.27993,                0.88637,              0.0037135,              0.0037135,              0.0037135
                    637,                0.41611,                0.51025,                0.24116,                0.80364,                0.94746,                0.93665,                0.97008,                0.87227,                 0.9475,                0.93641,                0.96954,                0.75514,                0.52005,                0.95347,                0.27987,                0.88623,              0.0037036,              0.0037036,              0.0037036
                    638,                0.41196,                0.51405,                0.23922,                  0.803,                0.94751,                0.93607,                 0.9702,                0.87267,                0.94751,                0.93607,                0.96974,                0.75534,                0.51988,                0.95325,                0.28009,                0.88595,              0.0036937,              0.0036937,              0.0036937
                    639,                0.40569,                0.50705,                0.23804,                0.80387,                0.94891,                0.93455,                0.97026,                0.87279,                0.94809,                 0.9352,                0.96973,                0.75504,                0.52008,                0.95213,                0.28023,                0.88595,              0.0036838,              0.0036838,              0.0036838
                    640,                0.41276,                0.50895,                0.24081,                0.80402,                0.95107,                0.93329,                0.97066,                0.87332,                0.94987,                0.93385,                0.97003,                0.75528,                0.51913,                0.95201,                0.28036,                0.88506,              0.0036739,              0.0036739,              0.0036739
                    641,                0.41318,                0.51678,                0.24109,                0.80324,                0.95088,                0.93311,                0.97074,                0.87313,                 0.9489,                0.93496,                0.97018,                0.75519,                0.51954,                0.95259,                0.28057,                0.88505,               0.003664,               0.003664,               0.003664
                    642,                0.41651,                0.52063,                0.24186,                0.80471,                0.95028,                0.93355,                0.97085,                0.87353,                0.94963,                0.93379,                0.97032,                0.75563,                0.51956,                0.95472,                0.28064,                0.88496,              0.0036541,              0.0036541,              0.0036541
                    643,                0.41779,                0.52194,                0.24307,                0.80566,                0.94885,                0.93403,                0.97065,                0.87316,                0.94882,                0.93418,                0.97036,                0.75535,                 0.5197,                0.95613,                0.28063,                0.88523,              0.0036442,              0.0036442,              0.0036442
                    644,                0.41179,                0.50766,                0.23887,                0.80338,                0.94911,                0.93377,                0.97061,                0.87318,                0.94836,                0.93429,                0.97002,                0.75505,                0.51973,                 0.9566,                0.28028,                0.88538,              0.0036343,              0.0036343,              0.0036343
                    645,                0.42103,                0.51644,                0.24374,                0.80377,                 0.9497,                0.93375,                 0.9707,                0.87323,                0.94963,                0.93403,                0.97005,                0.75529,                0.51962,                0.95743,                0.27996,                0.88523,              0.0036244,              0.0036244,              0.0036244
                    646,                0.41525,                0.51686,                0.24118,                0.80342,                0.95029,                0.93404,                0.97074,                0.87354,                0.95032,                0.93407,                0.97017,                0.75509,                0.52004,                0.95777,                0.28011,                0.88542,              0.0036145,              0.0036145,              0.0036145
                    647,                0.41354,                0.51845,                0.24172,                0.80518,                0.94891,                0.93515,                0.97064,                0.87367,                0.94883,                0.93507,                0.96986,                0.75541,                0.51995,                0.95884,                 0.2797,                0.88568,              0.0036046,              0.0036046,              0.0036046
                    648,                0.41383,                 0.5165,                0.24112,                0.80307,                0.94927,                0.93511,                0.97047,                0.87359,                0.94957,                0.93468,                0.96972,                0.75536,                0.51976,                0.96122,                0.27954,                0.88597,              0.0035947,              0.0035947,              0.0035947
                    649,                0.41675,                0.52467,                0.24219,                0.80586,                0.94858,                0.93638,                0.97025,                0.87333,                 0.9485,                0.93641,                0.96985,                 0.7557,                0.51931,                0.96352,                0.27977,                0.88567,              0.0035848,              0.0035848,              0.0035848
                    650,                0.41038,                0.51269,                0.23905,                0.80224,                0.94753,                0.93665,                0.97034,                0.87341,                 0.9476,                0.93665,                0.96989,                0.75546,                0.51915,                0.96096,                0.28003,                0.88536,              0.0035749,              0.0035749,              0.0035749
                    651,                  0.413,                0.50862,                0.23947,                0.80318,                0.94763,                0.93657,                0.97024,                 0.8736,                0.94767,                0.93661,                0.96989,                0.75544,                0.51901,                0.96194,                0.27997,                0.88525,               0.003565,               0.003565,               0.003565
                    652,                 0.4115,                0.51321,                0.23907,                0.80417,                0.94866,                0.93589,                0.97034,                0.87365,                0.94845,                0.93668,                 0.9702,                0.75546,                 0.5187,                0.96198,                 0.2801,                0.88515,              0.0035551,              0.0035551,              0.0035551
                    653,                0.40639,                0.50557,                0.23616,                 0.8022,                0.94847,                0.93556,                0.97031,                0.87362,                0.94932,                0.93511,                 0.9701,                0.75564,                0.51887,                0.96329,                0.28001,                 0.8851,              0.0035452,              0.0035452,              0.0035452
                    654,                0.41114,                0.51325,                0.23988,                0.80493,                0.94694,                0.93698,                0.97049,                0.87381,                0.94809,                0.93596,                0.97004,                0.75582,                0.51863,                0.96434,                0.27955,                0.88527,              0.0035353,              0.0035353,              0.0035353
                    655,                0.40922,                0.50168,                0.23687,                0.80306,                0.94656,                0.93781,                0.97055,                0.87405,                0.94808,                0.93667,                   0.97,                0.75573,                0.51832,                0.96392,                 0.2793,                0.88531,              0.0035254,              0.0035254,              0.0035254
                    656,                0.40788,                0.50831,                0.23746,                0.80391,                0.94792,                0.93605,                0.97057,                0.87436,                0.94917,                0.93555,                0.97008,                0.75482,                0.51814,                0.96348,                0.27911,                0.88545,              0.0035155,              0.0035155,              0.0035155
                    657,                0.40939,                0.51622,                 0.2384,                0.80484,                0.95023,                0.93441,                0.97057,                0.87424,                 0.9505,                0.93467,                0.97011,                0.75472,                0.51811,                0.96282,                0.27933,                0.88538,              0.0035056,              0.0035056,              0.0035056
                    658,                0.41296,                0.51271,                0.23869,                0.80429,                0.94746,                0.93735,                0.97068,                0.87447,                0.94906,                  0.936,                0.97044,                0.75507,                0.51777,                0.96175,                0.27911,                0.88531,              0.0034957,              0.0034957,              0.0034957
                    659,                0.41074,                0.51246,                0.23997,                0.80376,                0.94805,                0.93702,                0.97067,                 0.8745,                0.94786,                0.93683,                0.97036,                0.75561,                0.51775,                0.96303,                0.27925,                0.88535,              0.0034858,              0.0034858,              0.0034858
                    660,                0.40614,                0.50673,                 0.2362,                0.80492,                0.94871,                0.93608,                0.97047,                0.87436,                0.94819,                0.93646,                0.97048,                0.75572,                0.51802,                0.96237,                0.27931,                 0.8854,              0.0034759,              0.0034759,              0.0034759
                    661,                0.41102,                0.51649,                0.24012,                0.80476,                0.94735,                0.93733,                0.97045,                0.87439,                 0.9468,                0.93699,                0.97024,                0.75618,                0.51799,                0.96056,                0.27957,                0.88523,               0.003466,               0.003466,               0.003466
                    662,                0.40709,                0.50873,                0.23809,                0.80342,                0.94775,                0.93726,                0.97037,                0.87463,                0.94711,                0.93663,                0.97021,                0.75628,                  0.518,                0.96038,                0.28002,                0.88513,              0.0034561,              0.0034561,              0.0034561
                    663,                0.40948,                0.50656,                0.23935,                0.80153,                0.94824,                0.93652,                0.97053,                0.87454,                0.94747,                0.93615,                   0.97,                0.75585,                0.51788,                0.96009,                0.27985,                0.88492,              0.0034462,              0.0034462,              0.0034462
                    664,                0.40622,                0.50677,                0.23784,                0.80292,                0.94769,                0.93685,                 0.9704,                0.87415,                0.94715,                0.93763,                0.97018,                0.75614,                0.51772,                0.96021,                0.28004,                0.88487,              0.0034363,              0.0034363,              0.0034363
                    665,                0.40822,                0.50424,                0.23838,                0.80366,                 0.9471,                0.93725,                0.97041,                 0.8742,                0.94733,                0.93759,                0.97012,                0.75577,                0.51816,                0.96287,                0.27996,                0.88534,              0.0034264,              0.0034264,              0.0034264
                    666,                0.40904,                0.51424,                0.23889,                0.80358,                0.95024,                0.93466,                0.97049,                0.87419,                0.94756,                0.93711,                0.96984,                0.75569,                0.51858,                0.96303,                0.27976,                0.88543,              0.0034165,              0.0034165,              0.0034165
                    667,                0.40482,                0.50378,                0.23676,                0.80423,                0.95047,                0.93444,                0.97038,                0.87414,                0.95008,                0.93493,                0.97005,                0.75571,                0.51859,                0.96374,                0.27948,                0.88547,              0.0034066,              0.0034066,              0.0034066
                    668,                 0.4077,                0.50832,                0.23985,                0.80282,                0.94832,                0.93581,                0.97025,                0.87424,                0.94826,                0.93632,                0.97015,                0.75572,                0.51857,                0.96331,                0.27967,                0.88537,              0.0033967,              0.0033967,              0.0033967
                    669,                0.41084,                0.50804,                0.23877,                0.80384,                0.94723,                  0.937,                0.97002,                0.87414,                0.94674,                0.93808,                0.97022,                0.75545,                0.51831,                0.96158,                0.27975,                0.88531,              0.0033868,              0.0033868,              0.0033868
                    670,                0.41368,                0.51811,                0.23855,                0.80442,                 0.9464,                0.93782,                0.97008,                0.87424,                0.94702,                0.93712,                0.97031,                0.75608,                0.51831,                0.95927,                0.27969,                0.88557,              0.0033769,              0.0033769,              0.0033769
                    671,                0.40174,                0.50021,                0.23483,                0.80335,                0.95018,                0.93359,                0.97027,                0.87431,                0.94783,                0.93633,                0.97031,                  0.756,                0.51841,                0.95765,                0.27952,                0.88579,               0.003367,               0.003367,               0.003367
                    672,                0.41369,                0.51529,                0.23987,                0.80346,                0.94649,                0.93741,                0.97037,                0.87401,                0.94704,                0.93704,                0.97035,                0.75586,                 0.5181,                0.95898,                0.27952,                0.88513,              0.0033571,              0.0033571,              0.0033571
                    673,                0.41396,                 0.5121,                0.24029,                0.80216,                 0.9471,                0.93667,                0.97053,                 0.8742,                0.94709,                0.93652,                 0.9703,                0.75568,                 0.5182,                0.95978,                0.27962,                 0.8855,              0.0033472,              0.0033472,              0.0033472
                    674,                0.41101,                 0.5088,                0.23961,                 0.8024,                0.94657,                0.93663,                0.97033,                0.87436,                0.94708,                0.93622,                0.97016,                0.75592,                0.51829,                0.95975,                0.27975,                0.88552,              0.0033373,              0.0033373,              0.0033373
                    675,                0.40841,                0.50565,                0.23724,                0.80336,                0.94551,                0.93774,                0.97014,                 0.8742,                0.94731,                0.93588,                0.97008,                0.75599,                0.51889,                0.96011,                0.28004,                0.88569,              0.0033274,              0.0033274,              0.0033274
                    676,                0.40696,                0.50605,                0.23809,                0.80379,                0.94576,                0.93736,                0.97005,                0.87391,                 0.9474,                0.93558,                0.96993,                0.75514,                0.51942,                 0.9605,                0.28016,                0.88587,              0.0033175,              0.0033175,              0.0033175
                    677,                0.41107,                0.51536,                0.23932,                0.80319,                0.94717,                0.93666,                0.96999,                0.87383,                 0.9483,                 0.9347,                0.96985,                0.75548,                 0.5196,                0.96203,                 0.2801,                0.88633,              0.0033076,              0.0033076,              0.0033076
                    678,                0.41523,                0.51795,                0.24085,                0.80378,                0.94797,                 0.9354,                 0.9699,                0.87398,                0.94837,                0.93533,                0.96994,                0.75516,                0.51966,                0.96275,                0.27963,                 0.8865,              0.0032977,              0.0032977,              0.0032977
                    679,                0.40494,                0.50483,                0.23666,                0.80265,                0.94696,                0.93674,                0.96989,                 0.8737,                0.94887,                 0.9343,                0.96975,                 0.7547,                0.51932,                0.96293,                 0.2797,                0.88645,              0.0032878,              0.0032878,              0.0032878
                    680,                0.40906,                0.50528,                0.23717,                0.80404,                0.94818,                0.93554,                0.97011,                 0.8739,                0.94853,                0.93518,                0.97003,                0.75495,                0.51926,                0.96163,                0.27956,                 0.8863,              0.0032779,              0.0032779,              0.0032779
                    681,                0.40624,                0.50285,                0.23575,                0.80405,                0.94907,                  0.935,                0.97033,                0.87365,                0.94897,                0.93507,                0.97013,                0.75494,                0.51913,                0.96388,                0.27986,                0.88605,               0.003268,               0.003268,               0.003268
                    682,                0.40863,                0.50974,                0.23824,                0.80431,                0.94821,                0.93613,                0.96993,                 0.8733,                0.94819,                0.93622,                0.97012,                 0.7546,                 0.5192,                0.96416,                0.27986,                0.88603,              0.0032581,              0.0032581,              0.0032581
                    683,                0.40477,                0.50533,                0.23739,                0.80359,                 0.9481,                0.93637,                0.97011,                0.87343,                0.94861,                0.93564,                 0.9701,                0.75468,                0.51915,                0.96386,                0.27968,                 0.8862,              0.0032482,              0.0032482,              0.0032482
                    684,                0.40598,                0.50768,                0.23678,                0.80328,                0.94757,                0.93684,                0.97022,                0.87371,                0.94829,                0.93628,                0.97025,                0.75477,                 0.5192,                0.96323,                0.27997,                 0.8861,              0.0032383,              0.0032383,              0.0032383
                    685,                0.40495,                 0.5043,                0.23538,                0.80267,                0.94712,                0.93696,                0.97019,                0.87359,                0.94741,                0.93703,                0.97031,                0.75493,                0.51918,                0.96495,                0.27984,                0.88628,              0.0032284,              0.0032284,              0.0032284
                    686,                0.40258,                0.50191,                0.23527,                0.80376,                0.94743,                0.93737,                0.97013,                0.87343,                0.94774,                 0.9373,                0.97021,                0.75466,                0.51925,                 0.9649,                0.27981,                0.88635,              0.0032185,              0.0032185,              0.0032185
                    687,                0.41043,                0.51522,                0.23803,                0.80286,                0.94742,                0.93722,                0.97028,                 0.8732,                0.94789,                0.93726,                0.97046,                0.75466,                0.51958,                0.96302,                0.27967,                0.88666,              0.0032086,              0.0032086,              0.0032086
