                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    425,                0.76662,                  1.023,                0.48736,                0.80143,                0.90197,                0.77662,                0.84062,                0.65464,                0.79311,                0.70067,                 0.7212,                0.37714,                0.84373,                 1.2491,                0.49317,                0.80009,             0.00020715,             0.00020715,             0.00020715
                    426,                 0.7623,                 1.0304,                 0.4807,                 0.8005,                 0.8917,                0.78475,                0.83953,                0.65481,                0.78971,                0.71362,                0.72814,                0.38569,                   0.83,                 1.2407,                0.47495,                0.79912,             0.00020679,             0.00020679,             0.00020679
                    427,                0.81368,                 1.0678,                 0.4845,                0.80164,                 0.9092,                0.78508,                0.84807,                0.65537,                0.81076,                0.70397,                0.72812,                 0.3797,                0.84967,                 1.2388,                0.46935,                0.80028,             0.00020644,             0.00020644,             0.00020644
                    428,                0.81762,                 1.0815,                0.50005,                0.79961,                0.89868,                0.79303,                0.84843,                0.65877,                0.78837,                0.70966,                0.71993,                0.37911,                0.84317,                 1.2635,                0.47925,                0.80016,             0.00020609,             0.00020609,             0.00020609
                    429,                0.81438,                 1.1002,                0.48153,                0.79914,                0.90847,                0.78098,                0.83221,                0.64471,                0.79676,                0.69996,                0.70496,                0.36622,                0.84229,                 1.2349,                0.47837,                 0.8004,             0.00020573,             0.00020573,             0.00020573
                    430,                0.77246,                  1.044,                0.47603,                0.79999,                0.90995,                0.79289,                0.84325,                0.65452,                0.79315,                0.71157,                0.71334,                 0.3743,                0.84004,                 1.2124,                0.46647,                0.79977,             0.00020538,             0.00020538,             0.00020538
                    431,                 0.8016,                 1.0879,                0.49211,                0.80264,                 0.9122,                0.79296,                0.84606,                0.66254,                0.81061,                0.72055,                0.73647,                0.39075,                0.82921,                 1.2316,                0.47789,                0.79912,             0.00020503,             0.00020503,             0.00020503
                    432,                0.83883,                 1.0801,                0.48767,                0.79795,                0.91158,                0.79269,                0.84556,                0.65947,                0.79823,                0.72118,                0.72882,                 0.3778,                0.83878,                 1.2334,                0.46226,                0.79947,             0.00020467,             0.00020467,             0.00020467
                    433,                0.77184,                 1.0204,                0.47921,                0.80045,                0.90728,                0.78783,                0.84065,                0.65553,                0.81296,                0.71195,                0.72946,                0.38562,                0.83252,                  1.238,                 0.4604,                0.79885,             0.00020432,             0.00020432,             0.00020432
                    434,                0.81782,                 1.1013,                0.48996,                 0.7989,                0.89196,                0.79582,                0.84491,                0.65783,                0.78206,                0.71888,                0.72505,                0.38163,                0.83783,                 1.2316,                0.46464,                0.79919,             0.00020396,             0.00020396,             0.00020396
                    435,                0.78837,                 1.0551,                0.47866,                0.80083,                0.90945,                0.79225,                0.84863,                0.66349,                0.80426,                0.71377,                 0.7291,                 0.3838,                0.82704,                 1.2408,                0.45476,                0.79863,             0.00020361,             0.00020361,             0.00020361
                    436,                0.75384,                0.98199,                0.45748,                0.80021,                0.90479,                0.79064,                0.84605,                0.65658,                0.79748,                0.71419,                 0.7285,                0.37664,                0.83769,                 1.2637,                0.46484,                0.79953,             0.00020326,             0.00020326,             0.00020326
                    437,                0.78526,                 1.0273,                0.46615,                 0.7979,                0.90057,                0.78819,                0.83746,                0.65262,                 0.7897,                0.70946,                0.71156,                0.37006,                0.83144,                 1.2238,                0.46647,                 0.7986,              0.0002029,              0.0002029,              0.0002029
                    438,                0.80445,                 1.0743,                0.46456,                0.79846,                0.90508,                0.78763,                0.83575,                0.65338,                0.80704,                0.70223,                0.71259,                0.37446,                0.83121,                 1.2344,                0.46475,                0.79886,             0.00020255,             0.00020255,             0.00020255
                    439,                0.76254,                 1.0524,                0.47138,                0.79994,                0.93278,                0.77722,                0.83879,                0.65434,                0.81965,                0.70132,                0.71771,                0.37639,                 0.8359,                 1.2261,                0.46392,                0.79841,              0.0002022,              0.0002022,              0.0002022
                    440,                0.79257,                 1.0454,                0.48364,                0.80125,                0.91355,                0.79496,                0.84501,                0.65786,                0.80579,                0.71818,                 0.7251,                0.38002,                0.83392,                 1.2225,                0.46132,                0.79839,             0.00020184,             0.00020184,             0.00020184
                    441,                0.75071,                 1.0002,                0.46543,                0.79614,                0.92562,                0.79017,                0.84501,                0.65983,                0.81907,                 0.7161,                0.72673,                0.37793,                0.83586,                 1.2421,                0.46384,                0.79834,             0.00020149,             0.00020149,             0.00020149
                    442,                0.77387,                 1.0356,                0.46207,                0.79944,                0.91541,                0.79264,                0.84352,                0.65646,                0.80437,                0.71913,                0.72435,                0.37513,                0.83841,                 1.2698,                0.46176,                0.79944,             0.00020114,             0.00020114,             0.00020114
                    443,                0.79948,                 1.0572,                0.46772,                0.79702,                0.91826,                0.79111,                0.84804,                0.65554,                0.80469,                0.71316,                0.72163,                0.37401,                0.83854,                 1.2636,                0.46348,                0.79884,             0.00020078,             0.00020078,             0.00020078
                    444,                0.77879,                 1.0345,                0.47261,                0.79987,                0.91684,                0.79044,                  0.851,                0.66061,                0.81365,                0.71832,                0.73382,                0.37824,                0.82702,                 1.2188,                0.46167,                0.79906,             0.00020043,             0.00020043,             0.00020043
                    445,                 0.7534,                 1.0125,                0.46541,                0.79982,                0.91724,                0.78768,                0.85038,                0.66075,                0.81351,                0.70503,                0.72875,                0.38391,                0.83994,                  1.237,                0.46907,                0.79882,             0.00020008,             0.00020008,             0.00020008
                    446,                0.79926,                 1.0789,                0.47109,                0.79847,                0.92496,                0.78874,                 0.8506,                0.66249,                0.81643,                0.71211,                0.72679,                 0.3779,                0.84379,                 1.2333,                0.46413,                0.79957,             0.00019972,             0.00019972,             0.00019972
                    447,                0.78604,                 1.0726,                 0.4802,                0.79988,                0.91262,                0.79072,                0.84688,                0.65559,                0.79242,                0.70823,                0.71468,                0.37759,                0.84542,                  1.277,                0.46507,                 0.7999,             0.00019937,             0.00019937,             0.00019937
                    448,                0.81223,                 1.0778,                0.48287,                0.79823,                0.90717,                0.79426,                0.84861,                0.65716,                0.79331,                0.71024,                 0.7197,                0.37648,                0.84934,                 1.2652,                0.47445,                0.79941,             0.00019902,             0.00019902,             0.00019902
                    449,                 0.7754,                 1.0487,                0.46629,                0.79795,                0.91072,                0.79457,                 0.8518,                0.66351,                 0.7967,                 0.7173,                0.72981,                0.38698,                0.83256,                 1.2411,                0.46373,                0.79888,             0.00019866,             0.00019866,             0.00019866
                    450,                0.79801,                 1.0436,                0.47221,                0.79913,                0.91681,                0.79325,                0.85161,                0.66128,                0.79909,                0.71466,                0.72658,                0.38418,                0.84379,                 1.2454,                0.45157,                0.79957,             0.00019831,             0.00019831,             0.00019831
                    451,                0.83976,                 1.1559,                0.48811,                0.79982,                0.90195,                0.79781,                0.84676,                0.65796,                0.79337,                0.72136,                 0.7272,                0.38714,                  0.841,                 1.2288,                0.45888,                0.79969,             0.00019796,             0.00019796,             0.00019796
                    452,                0.79913,                 1.0698,                0.46159,                0.79895,                0.91384,                0.78928,                0.84261,                0.65698,                0.80602,                0.71473,                0.72612,                0.38585,                0.84172,                 1.2597,                0.46424,                0.79955,              0.0001976,              0.0001976,              0.0001976
                    453,                0.78053,                 1.0023,                0.45714,                0.79573,                0.91879,                0.78892,                0.84018,                0.65335,                0.81051,                0.71094,                0.72058,                0.37744,                0.83869,                 1.2339,                0.45989,                0.79948,             0.00019725,             0.00019725,             0.00019725
                    454,                0.78378,                 1.0221,                0.46552,                  0.798,                0.92728,                0.78982,                0.83928,                0.65134,                0.81606,                0.71421,                0.72055,                 0.3758,                0.84693,                 1.2479,                0.45838,                0.80016,              0.0001969,              0.0001969,              0.0001969
                    455,                0.78579,                  1.061,                0.47527,                0.80249,                0.92493,                0.79522,                 0.8447,                0.65472,                0.81027,                0.71237,                0.71507,                0.37283,                0.83664,                 1.2481,                0.45405,                0.79942,             0.00019654,             0.00019654,             0.00019654
                    456,                0.74147,                 1.0138,                0.45984,                0.79951,                0.92217,                0.79434,                0.84741,                 0.6575,                0.81813,                 0.7114,                 0.7188,                 0.3769,                0.83563,                 1.2411,                0.44888,                0.79906,             0.00019619,             0.00019619,             0.00019619
                    457,                0.73902,                0.97204,                0.45763,                 0.7982,                0.91701,                0.79904,                0.85195,                 0.6601,                0.80165,                0.71483,                0.71693,                0.37423,                0.83678,                 1.2502,                0.45281,                0.79949,             0.00019584,             0.00019584,             0.00019584
                    458,                0.76574,                 1.0117,                0.46798,                0.79866,                0.92473,                0.79948,                0.85398,                0.66312,                0.82494,                0.71472,                0.72875,                0.38083,                0.84089,                  1.248,                0.45491,                0.79962,             0.00019548,             0.00019548,             0.00019548
                    459,                0.76954,                 1.0074,                0.45579,                0.79794,                0.93454,                0.79227,                0.85452,                0.66794,                0.83096,                0.71938,                0.73767,                0.38874,                0.82536,                 1.2295,                0.45477,                0.79826,             0.00019513,             0.00019513,             0.00019513
                    460,                0.77234,                 1.0584,                0.46813,                0.80081,                0.92621,                0.79437,                0.84914,                0.66213,                0.82409,                0.71624,                0.73162,                0.38483,                0.83264,                 1.2288,                0.47094,                0.79866,             0.00019478,             0.00019478,             0.00019478
                    461,                0.76428,                0.99977,                0.46175,                0.79804,                0.91319,                0.79422,                 0.8481,                0.65769,                0.81001,                0.71888,                0.73001,                 0.3792,                0.83239,                 1.2319,                0.46035,                0.79828,             0.00019442,             0.00019442,             0.00019442
                    462,                0.75903,                 1.0229,                 0.4568,                0.79555,                0.91242,                0.79382,                0.85098,                0.66263,                 0.8221,                0.71651,                0.73318,                0.37946,                0.83283,                 1.2419,                0.45209,                 0.7982,             0.00019407,             0.00019407,             0.00019407
                    463,                0.76771,                 1.0207,                0.45925,                0.79629,                 0.8976,                0.80207,                0.85205,                0.66132,                0.78413,                0.71997,                0.72345,                0.37653,                 0.8396,                 1.2397,                0.44847,                0.79835,             0.00019372,             0.00019372,             0.00019372
                    464,                0.78157,                  1.046,                0.46403,                0.80126,                0.90373,                0.79856,                0.84586,                0.65659,                0.78892,                0.71552,                0.71829,                0.37788,                 0.8441,                 1.2711,                0.45754,                0.79907,             0.00019336,             0.00019336,             0.00019336
                    465,                0.77966,                 1.0448,                0.46412,                0.80176,                0.91136,                0.80251,                0.84832,                0.65749,                0.79649,                0.72065,                0.71937,                0.37468,                0.85291,                 1.2905,                0.45144,                0.79893,             0.00019301,             0.00019301,             0.00019301
                    466,                 0.7878,                 1.0362,                0.46919,                0.79731,                0.90772,                0.80257,                0.84763,                 0.6625,                 0.8031,                0.72528,                0.72623,                0.38571,                0.83349,                 1.2294,                0.44589,                0.79907,             0.00019266,             0.00019266,             0.00019266
                    467,                0.79278,                 1.0471,                0.46823,                0.79914,                0.91141,                0.79721,                0.84931,                0.66419,                 0.7974,                0.71783,                0.72196,                0.38169,                0.82542,                 1.2319,                0.45139,                0.79858,              0.0001923,              0.0001923,              0.0001923
                    468,                0.77597,                  1.043,                0.45313,                0.80036,                0.92367,                0.79225,                0.84914,                0.66188,                0.81899,                 0.7135,                0.72702,                 0.3854,                 0.8273,                 1.2407,                0.45416,                0.79906,             0.00019195,             0.00019195,             0.00019195
                    469,                0.74733,                 1.0112,                0.44311,                0.79634,                0.92163,                0.79297,                0.85208,                0.66286,                0.81606,                0.71211,                0.72687,                0.38373,                0.82767,                 1.2449,                0.45296,                0.79859,             0.00019159,             0.00019159,             0.00019159
                    470,                0.79342,                 1.0799,                0.46084,                0.79733,                0.90796,                0.79922,                0.84882,                0.66425,                0.82651,                0.71812,                0.73717,                0.38332,                0.82968,                 1.2354,                0.45166,                0.79872,             0.00019124,             0.00019124,             0.00019124
                    471,                0.75513,                 1.0213,                0.45016,                0.79619,                0.92129,                0.79159,                0.85085,                0.65914,                0.80573,                0.71397,                0.72317,                0.37301,                0.83927,                 1.2425,                0.45186,                0.79839,             0.00019089,             0.00019089,             0.00019089
                    472,                0.77308,                 1.0266,                0.45641,                0.79784,                 0.9157,                0.78992,                 0.8502,                0.65916,                0.81116,                0.70994,                 0.7278,                0.37627,                0.82934,                 1.2469,                0.45961,                0.79762,             0.00019053,             0.00019053,             0.00019053
                    473,                0.76884,                 1.0115,                0.45436,                 0.7947,                 0.9125,                0.79052,                0.84301,                0.65885,                0.81311,                0.71937,                0.73052,                0.38042,                 0.8259,                 1.2244,                0.45844,                0.79793,             0.00019018,             0.00019018,             0.00019018
                    474,                0.76251,                 1.0201,                0.45082,                0.79825,                 0.9212,                0.79074,                0.83991,                 0.6562,                0.81157,                0.71937,                0.72497,                0.38018,                0.82658,                 1.2156,                0.46293,                0.79827,             0.00018983,             0.00018983,             0.00018983
                    475,                0.79858,                 1.0512,                0.47951,                0.79575,                 0.9158,                0.79415,                 0.8434,                 0.6533,                0.79414,                0.71249,                0.71142,                 0.3709,                 0.8455,                 1.2377,                0.46991,                0.79928,             0.00018947,             0.00018947,             0.00018947
                    476,                0.78285,                  1.073,                0.45472,                0.79689,                0.91272,                0.79865,                0.84746,                0.66007,                0.81249,                0.72347,                0.72789,                0.38409,                0.83242,                 1.2159,                0.45742,                 0.7983,             0.00018912,             0.00018912,             0.00018912
                    477,                0.73656,                0.98593,                0.44477,                0.79717,                0.91532,                0.79989,                0.85168,                0.66694,                0.81591,                0.72571,                0.73395,                0.38078,                0.82647,                 1.2127,                0.44707,                0.79869,             0.00018877,             0.00018877,             0.00018877
                    478,                0.76286,                 1.0246,                0.46681,                0.79564,                0.90882,                0.79865,                0.85542,                0.66462,                0.80866,                0.71727,                0.73001,                0.37956,                0.84786,                 1.2694,                0.45528,                 0.8002,             0.00018841,             0.00018841,             0.00018841
                    479,                0.75711,                 1.0121,                0.45612,                0.79778,                0.90496,                0.80345,                0.85311,                0.66322,                0.80696,                0.72538,                0.73386,                0.38144,                0.83872,                   1.25,                0.45725,                0.79938,             0.00018806,             0.00018806,             0.00018806
                    480,                0.77154,                 1.0381,                0.46382,                 0.7972,                0.90783,                 0.8005,                0.85327,                0.66694,                 0.8064,                0.71975,                0.73041,                0.38261,                0.83559,                 1.2318,                0.45169,                 0.7994,             0.00018771,             0.00018771,             0.00018771
                    481,                0.76802,                 1.0135,                0.45114,                0.79752,                0.92651,                0.79328,                0.85608,                0.66599,                0.81258,                0.71709,                0.73067,                0.38151,                0.83474,                 1.2352,                0.44946,                0.79863,             0.00018735,             0.00018735,             0.00018735
                    482,                0.75342,                0.99614,                0.46087,                0.79416,                0.92107,                0.78692,                0.85014,                0.66267,                0.81205,                0.70428,                0.72357,                0.37731,                0.83144,                 1.2423,                0.45496,                0.79792,               0.000187,               0.000187,               0.000187
                    483,                0.75717,                 1.0205,                0.45191,                0.79604,                0.90794,                0.79128,                0.85012,                0.66125,                0.80208,                0.71153,                0.72955,                0.38247,                0.82777,                 1.2482,                0.46864,                0.79879,             0.00018665,             0.00018665,             0.00018665
                    484,                 0.7453,                 1.0068,                0.45192,                0.79648,                0.90749,                0.79976,                0.84876,                0.66067,                0.79852,                0.72129,                0.72435,                0.37808,                0.83803,                 1.2651,                0.47886,                0.79889,             0.00018629,             0.00018629,             0.00018629
                    485,                0.79022,                 1.0526,                0.46349,                 0.7991,                0.92138,                0.79406,                0.85104,                0.66121,                0.81034,                0.71282,                0.72534,                0.37346,                0.83426,                 1.2519,                0.47669,                0.79846,             0.00018594,             0.00018594,             0.00018594
                    486,                0.80043,                 1.0342,                0.46474,                0.79862,                0.91034,                0.80504,                0.85174,                0.66586,                0.82265,                0.72102,                0.73389,                0.37802,                0.82491,                 1.2292,                0.46268,                0.79737,             0.00018559,             0.00018559,             0.00018559
                    487,                0.78798,                 1.0431,                0.46282,                0.80093,                0.92697,                0.80107,                0.85187,                0.66769,                0.82496,                0.72256,                0.73236,                0.37983,                0.82381,                 1.2241,                 0.4445,                0.79794,             0.00018523,             0.00018523,             0.00018523
                    488,                0.73453,                0.98064,                0.44567,                0.79888,                0.91858,                0.79841,                0.84782,                0.66054,                 0.8041,                0.72122,                0.72269,                0.37749,                 0.8385,                 1.2411,                0.44808,                0.79938,             0.00018488,             0.00018488,             0.00018488
                    489,                0.76459,                 1.0339,                0.45672,                0.79967,                0.91549,                0.80168,                0.85226,                0.66437,                0.81958,                0.72309,                0.73582,                0.38465,                0.82529,                 1.2239,                0.44243,                0.79865,             0.00018453,             0.00018453,             0.00018453
                    490,                 0.7506,                0.99696,                0.45385,                0.79639,                0.91039,                0.79745,                0.84819,                0.65858,                0.80769,                0.71793,                0.72551,                0.37758,                 0.8346,                 1.2556,                0.45984,                0.79913,             0.00018417,             0.00018417,             0.00018417
                    491,                0.78718,                 1.0277,                0.46279,                0.79884,                0.91571,                0.79502,                0.84572,                 0.6556,                0.80689,                0.71543,                0.72175,                0.37725,                0.83429,                 1.2448,                0.45591,                0.80039,             0.00018382,             0.00018382,             0.00018382
                    492,                0.78135,                 1.0192,                0.45601,                0.79635,                0.92338,                0.78624,                0.84501,                0.65648,                0.79893,                0.71792,                0.72318,                0.37625,                0.83627,                 1.2433,                0.44658,                0.79998,             0.00018347,             0.00018347,             0.00018347
                    493,                0.78522,                 1.0442,                0.45999,                0.79647,                0.90895,                0.80389,                0.85018,                0.66121,                0.79398,                0.72485,                 0.7276,                0.38474,                0.82779,                 1.2412,                 0.4438,                 0.7991,             0.00018311,             0.00018311,             0.00018311
                    494,                 0.7789,                 1.0251,                0.45408,                0.79765,                0.90672,                0.80639,                 0.8576,                0.66908,                0.82019,                  0.714,                0.73696,                0.38435,                0.83342,                 1.2559,                0.45282,                 0.7993,             0.00018276,             0.00018276,             0.00018276
                    495,                0.77097,                 1.0037,                0.45106,                0.79246,                0.90753,                0.80275,                0.85684,                0.66914,                0.81107,                0.71582,                0.73503,                0.38373,                0.83314,                 1.2521,                0.45334,                0.79858,             0.00018241,             0.00018241,             0.00018241
                    496,                0.74987,                 1.0155,                0.44129,                 0.7998,                0.90662,                  0.804,                0.85647,                0.66472,                0.80626,                0.71562,                0.73247,                0.38159,                0.82974,                 1.2294,                0.45349,                0.79887,             0.00018205,             0.00018205,             0.00018205
                    497,                 0.7645,                 1.0229,                0.46429,                0.79843,                0.91771,                0.80135,                 0.8563,                0.66782,                0.81563,                0.72298,                0.73777,                0.39121,                0.82202,                   1.23,                0.44874,                0.79848,              0.0001817,              0.0001817,              0.0001817
                    498,                0.76342,                 1.0143,                0.45684,                0.79656,                0.91857,                0.80202,                0.85721,                 0.6666,                0.80978,                  0.728,                0.73731,                0.38633,                0.82276,                 1.2202,                0.44694,                0.79817,             0.00018135,             0.00018135,             0.00018135
                    499,                0.78394,                 1.0448,                0.46719,                0.79819,                 0.9101,                0.79614,                0.85417,                0.66163,                0.79642,                0.71899,                0.73167,                0.38165,                0.82746,                 1.2465,                0.45936,                0.79832,             0.00018099,             0.00018099,             0.00018099
                    500,                0.76836,                 1.0452,                0.47258,                0.80175,                0.90497,                0.80092,                 0.8542,                0.66377,                0.80609,                0.71987,                0.73398,                0.38162,                0.83422,                 1.2308,                0.47288,                0.79892,             0.00018064,             0.00018064,             0.00018064
                    501,                0.77963,                 1.0321,                0.47185,                0.79763,                0.90062,                0.80176,                0.84928,                0.66024,                0.79649,                0.72362,                0.73162,                0.38165,                 0.8383,                 1.2342,                0.46491,                0.79938,             0.00018028,             0.00018028,             0.00018028
                    502,                0.78166,                 1.0341,                 0.4685,                0.80027,                0.89977,                0.79823,                0.84782,                0.65807,                 0.7914,                0.72127,                0.73143,                0.37983,                0.83775,                 1.2389,                0.44976,                0.79956,             0.00017993,             0.00017993,             0.00017993
                    503,                0.76361,                 1.0201,                0.45344,                0.79973,                0.91905,                0.78745,                0.85114,                0.66076,                0.79924,                0.70734,                 0.7245,                0.38084,                0.83591,                 1.2544,                0.45233,                0.79818,             0.00017958,             0.00017958,             0.00017958
                    504,                0.76272,                0.99302,                0.46305,                0.79666,                0.90247,                0.79405,                0.84756,                0.66364,                0.79226,                0.71705,                0.72692,                0.38501,                0.84342,                 1.2676,                0.46195,                0.79855,             0.00017922,             0.00017922,             0.00017922
                    505,                0.72943,                0.96234,                0.47362,                0.79685,                0.90663,                0.78772,                0.84235,                0.65554,                0.79756,                0.71584,                0.72772,                0.38352,                0.83973,                 1.2633,                0.46771,                0.79877,             0.00017887,             0.00017887,             0.00017887
                    506,                0.80111,                 1.0765,                0.45923,                0.79717,                0.90018,                0.79039,                0.84186,                0.65907,                0.78986,                0.71533,                0.72352,                0.38334,                0.83444,                 1.2357,                0.46297,                0.79839,             0.00017852,             0.00017852,             0.00017852
                    507,                0.80376,                 1.0685,                0.46576,                0.79825,                0.90331,                0.79574,                0.84775,                0.66512,                0.79281,                0.71826,                0.72734,                0.38735,                0.82579,                 1.2341,                0.45075,                0.79804,             0.00017816,             0.00017816,             0.00017816
                    508,                0.80533,                 1.0764,                0.46149,                 0.7961,                0.91473,                0.79416,                0.84968,                0.66242,                0.79702,                0.71438,                0.72235,                0.38432,                0.83293,                 1.2497,                0.45565,                0.79805,             0.00017781,             0.00017781,             0.00017781
                    509,                0.77104,                 1.0428,                0.44733,                0.79841,                0.90775,                0.80205,                0.85414,                0.66893,                0.80884,                0.72585,                 0.7363,                0.38702,                0.82324,                 1.2281,                0.45112,                0.79789,             0.00017746,             0.00017746,             0.00017746
                    510,                0.79498,                 1.0524,                 0.4614,                0.79596,                 0.8967,                0.80257,                0.85405,                0.66745,                0.81109,                0.70491,                0.72731,                0.38229,                0.83447,                 1.2704,                0.44872,                0.79837,              0.0001771,              0.0001771,              0.0001771
                    511,                0.76514,                 1.0082,                 0.4623,                0.79608,                0.91426,                 0.7896,                0.85202,                0.66467,                0.79904,                0.71133,                0.72566,                0.38091,                0.82554,                 1.2375,                0.45256,                0.79781,             0.00017675,             0.00017675,             0.00017675
                    512,                0.77953,                 1.0314,                 0.4608,                0.80208,                0.90232,                0.79355,                0.85399,                0.67133,                0.80471,                0.71577,                0.73652,                0.38739,                0.82126,                  1.203,                0.45777,                0.79802,              0.0001764,              0.0001764,              0.0001764
                    513,                0.78843,                  1.043,                0.46488,                0.79708,                0.90853,                0.79478,                0.85254,                0.66429,                0.79747,                0.71984,                0.73455,                0.38762,                0.84268,                 1.2376,                0.45417,                0.79849,             0.00017604,             0.00017604,             0.00017604
                    514,                0.73365,                0.97185,                0.43984,                0.79589,                0.90913,                0.80173,                0.85552,                0.66951,                  0.811,                 0.7252,                0.73797,                0.38744,                0.82846,                 1.2298,                0.44543,                0.79764,             0.00017569,             0.00017569,             0.00017569
                    515,                0.77992,                 1.0169,                0.45739,                0.79696,                0.90054,                 0.8011,                0.85546,                0.66632,                0.81034,                0.70977,                0.72995,                0.38231,                0.83225,                 1.2523,                0.45784,                0.79735,             0.00017534,             0.00017534,             0.00017534
                    516,                  0.765,                 1.0285,                0.44492,                0.79705,                0.91271,                0.78982,                0.85077,                0.66518,                0.80129,                0.70275,                0.72183,                0.37784,                0.83239,                 1.2665,                0.46978,                0.79721,             0.00017498,             0.00017498,             0.00017498
                    517,                0.75748,                0.99662,                0.44722,                0.79849,                0.90935,                0.80117,                0.85525,                0.66816,                 0.7951,                0.72333,                 0.7326,                0.38766,                0.82318,                 1.2402,                0.44137,                0.79755,             0.00017463,             0.00017463,             0.00017463
                    518,                0.73621,                0.98997,                0.43874,                0.79876,                0.92682,                0.79767,                0.85813,                0.66951,                 0.8035,                0.71605,                  0.725,                0.38377,                0.82635,                 1.2486,                0.43145,                0.79767,             0.00017428,             0.00017428,             0.00017428
