                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                0.91871,                 1.2628,                0.82206,                0.81457,                0.80934,                0.65344,                0.74324,                0.57168,                0.73681,                0.59489,                0.65094,                0.34406,                0.91517,                 1.3334,                0.72949,                 0.8073,             0.00031671,             0.00031671,             0.00031671
                    116,                0.95175,                 1.3095,                0.85281,                0.81249,                0.81203,                0.63302,                0.72334,                0.56358,                0.74068,                0.58414,                0.63794,                0.34261,                0.90307,                 1.2987,                0.66388,                 0.8053,             0.00031636,             0.00031636,             0.00031636
                    117,                0.99632,                 1.3521,                0.85726,                0.80901,                0.75607,                0.66636,                0.72744,                0.56676,                0.70128,                0.58949,                0.62912,                 0.3343,                0.95409,                 1.4317,                0.67271,                 0.8078,               0.000316,               0.000316,               0.000316
                    118,                 0.9288,                 1.2219,                0.82191,                0.81231,                0.77362,                 0.6707,                0.73069,                0.56835,                0.70231,                0.60474,                0.64125,                 0.3466,                0.93791,                 1.3126,                0.65744,                0.80693,             0.00031565,             0.00031565,             0.00031565
                    119,                0.95315,                 1.2707,                0.79653,                0.81072,                 0.7584,                0.65581,                0.70841,                0.54599,                0.70134,                0.59828,                0.62719,                0.34336,                0.89959,                 1.2941,                0.66349,                0.80704,              0.0003153,              0.0003153,              0.0003153
                    120,                0.89506,                 1.2454,                0.80089,                0.81548,                0.73786,                0.67724,                0.73689,                0.57111,                0.66506,                0.61405,                0.64577,                0.35653,                 0.9275,                 1.3456,                0.66225,                0.80734,             0.00031494,             0.00031494,             0.00031494
                    121,                0.90562,                 1.3157,                0.81031,                0.81858,                0.69041,                0.67624,                0.69022,                0.53494,                0.62578,                0.61296,                0.60488,                0.32613,                0.92146,                  1.346,                 0.6733,                0.80792,             0.00031459,             0.00031459,             0.00031459
                    122,                0.92142,                 1.2382,                 0.8349,                0.80833,                0.79307,                0.62949,                0.71575,                0.55288,                0.73251,                0.57786,                0.62673,                0.33454,                 0.9285,                 1.3055,                 0.6562,                0.80729,             0.00031423,             0.00031423,             0.00031423
                    123,                0.89109,                 1.2124,                0.82931,                0.81568,                0.74065,                0.67163,                0.71578,                0.55094,                0.66794,                0.60383,                0.61765,                0.32911,                0.93858,                 1.3501,                0.65793,                0.80735,             0.00031388,             0.00031388,             0.00031388
                    124,                0.93153,                 1.2584,                0.87013,                0.81314,                0.71633,                0.67074,                0.71608,                0.55383,                 0.6519,                0.61349,                0.63334,                0.33966,                0.92624,                 1.3247,                 0.6876,                0.80797,             0.00031353,             0.00031353,             0.00031353
                    125,                0.92607,                  1.283,                0.82176,                0.81798,                0.74383,                 0.6862,                0.74195,                0.56953,                0.68326,                0.60012,                0.63713,                0.34095,                0.95382,                 1.4305,                0.66023,                0.80811,             0.00031317,             0.00031317,             0.00031317
                    126,                0.89888,                 1.2526,                0.82086,                0.81681,                0.75949,                0.70901,                0.75183,                0.58214,                0.69595,                0.64209,                 0.6629,                0.35576,                0.91082,                  1.311,                0.65157,                0.80712,             0.00031282,             0.00031282,             0.00031282
                    127,                0.93409,                 1.3234,                0.77292,                0.81555,                0.72246,                0.68648,                 0.7138,                 0.5557,                0.66018,                 0.6196,                0.62535,                0.33454,                0.90858,                 1.3507,                0.64039,                0.80825,             0.00031247,             0.00031247,             0.00031247
                    128,                0.91181,                 1.2423,                0.77645,                0.81079,                0.76099,                0.67328,                0.72582,                0.56403,                 0.6974,                0.60876,                0.63443,                0.34135,                0.89879,                 1.2963,                0.66513,                0.80628,             0.00031211,             0.00031211,             0.00031211
                    129,                0.91604,                  1.256,                0.82303,                0.81356,                0.73751,                 0.6616,                0.71533,                0.55655,                0.67922,                0.59641,                 0.6247,                0.33865,                0.91203,                   1.34,                0.67974,                0.80766,             0.00031176,             0.00031176,             0.00031176
                    130,                0.90945,                 1.2382,                0.76584,                0.81296,                0.71845,                0.66596,                0.70225,                0.54087,                0.64452,                0.59431,                0.60247,                0.32114,                 0.9266,                 1.3012,                0.67294,                0.80732,             0.00031141,             0.00031141,             0.00031141
                    131,                0.91544,                 1.2732,                 0.8105,                0.81522,                0.76402,                0.70775,                0.74088,                0.57507,                 0.7059,                0.64294,                0.65289,                0.35354,                0.89013,                 1.3106,                0.64411,                0.80594,             0.00031105,             0.00031105,             0.00031105
                    132,                0.94352,                 1.3035,                0.79914,                 0.8135,                0.75085,                0.68294,                0.73373,                0.56692,                0.68274,                0.62183,                0.64673,                0.35048,                0.90887,                 1.2724,                0.64676,                 0.8072,              0.0003107,              0.0003107,              0.0003107
                    133,                0.87169,                 1.2039,                0.75841,                0.80974,                0.74904,                0.69456,                0.74615,                0.57513,                 0.6734,                0.63209,                0.64858,                0.34241,                0.93001,                 1.3268,                0.62109,                0.80741,             0.00031035,             0.00031035,             0.00031035
                    134,                0.94337,                 1.2833,                0.77349,                0.81349,                0.76425,                0.71713,                0.76038,                0.58902,                0.69658,                0.64612,                0.66206,                0.35602,                0.90616,                  1.289,                0.61648,                0.80706,             0.00030999,             0.00030999,             0.00030999
                    135,                0.88285,                 1.2273,                0.73528,                0.81571,                0.75694,                0.69117,                0.75429,                0.57188,                0.69648,                0.60937,                0.64706,                0.33596,                 0.9449,                 1.3462,                 0.6545,                0.80928,             0.00030964,             0.00030964,             0.00030964
                    136,                0.93159,                 1.2627,                 0.7738,                0.81109,                0.76676,                 0.7283,                0.76463,                0.59097,                0.69909,                0.66234,                0.67691,                0.36608,                0.92387,                 1.3474,                0.60053,                0.80783,             0.00030929,             0.00030929,             0.00030929
                    137,                0.96051,                 1.2731,                0.76446,                0.81536,                0.75111,                0.72816,                0.76469,                0.58919,                0.67717,                0.65128,                0.65923,                0.34139,                0.92892,                 1.3407,                0.63907,                0.80863,             0.00030893,             0.00030893,             0.00030893
                    138,                0.92912,                 1.2411,                 0.7562,                0.81295,                0.78028,                0.71356,                0.77383,                0.59741,                0.70222,                0.64424,                0.67007,                 0.3534,                0.91899,                 1.3301,                0.62066,                0.80666,             0.00030858,             0.00030858,             0.00030858
                    139,                0.90873,                 1.2562,                0.74321,                 0.8149,                0.79066,                0.70682,                0.76685,                0.59683,                0.72731,                0.64947,                0.68171,                0.36525,                0.90828,                 1.3013,                0.61893,                0.80661,             0.00030823,             0.00030823,             0.00030823
                    140,                0.88386,                 1.2065,                0.78788,                0.81189,                 0.7847,                0.73471,                0.78394,                0.60889,                0.71323,                0.67574,                0.69441,                0.37184,                 0.8971,                 1.3287,                0.57792,                0.80658,             0.00030787,             0.00030787,             0.00030787
                    141,                0.89955,                 1.2344,                0.74574,                0.81585,                0.78403,                0.70152,                0.74324,                0.57518,                0.71266,                0.62859,                0.65215,                0.34104,                 0.9055,                 1.3017,                0.60231,                0.80735,             0.00030752,             0.00030752,             0.00030752
                    142,                0.85733,                 1.1803,                0.70398,                0.81421,                0.81376,                0.74743,                0.78475,                0.61376,                0.74761,                0.66614,                0.68411,                0.36119,                 0.8871,                 1.2677,                0.56462,                0.80637,             0.00030717,             0.00030717,             0.00030717
                    143,                0.89564,                 1.1887,                0.74756,                0.81136,                0.81986,                0.73943,                 0.7776,                0.60699,                0.74448,                0.67304,                  0.684,                0.37222,                0.90192,                 1.3097,                0.67116,                 0.8063,             0.00030681,             0.00030681,             0.00030681
                    144,                0.93272,                 1.2759,                0.74762,                 0.8174,                0.82756,                0.75191,                0.78429,                0.60439,                0.74262,                0.68108,                0.68456,                0.36348,                0.90906,                 1.2978,                0.56934,                 0.8067,             0.00030646,             0.00030646,             0.00030646
                    145,                0.90264,                 1.2312,                0.72943,                0.81324,                0.81972,                0.72706,                0.78193,                0.60355,                0.73617,                0.65078,                0.67414,                0.35802,                0.93155,                 1.3338,                0.60347,                0.80729,             0.00030611,             0.00030611,             0.00030611
                    146,                0.91235,                 1.2544,                 0.7534,                0.81409,                0.80436,                0.70777,                0.75244,                0.58458,                0.74123,                0.63313,                0.65663,                0.35161,                0.90017,                 1.3207,                 0.6735,                0.80597,             0.00030575,             0.00030575,             0.00030575
                    147,                0.90005,                 1.2487,                0.76825,                0.81439,                0.78273,                0.73511,                0.77576,                0.60376,                0.72458,                0.66994,                 0.6883,                0.36665,                0.90402,                 1.3452,                0.60433,                0.80661,              0.0003054,              0.0003054,              0.0003054
                    148,                0.90526,                 1.2527,                 0.7579,                0.81532,                0.78139,                0.70215,                0.74302,                0.57163,                0.69739,                0.63081,                0.63895,                0.33918,                0.94407,                 1.3765,                0.63706,                0.80726,             0.00030505,             0.00030505,             0.00030505
                    149,                0.89103,                 1.1992,                0.71325,                0.80894,                0.78472,                0.73166,                0.76092,                0.58863,                0.72193,                0.65286,                0.65716,                0.34841,                0.91403,                 1.3003,                0.60623,                 0.8068,             0.00030469,             0.00030469,             0.00030469
                    150,                0.90099,                 1.2435,                0.74733,                0.81094,                 0.7728,                0.71022,                0.74984,                 0.5754,                0.67378,                0.63207,                0.63347,                 0.3345,                 0.9316,                 1.3649,                0.61821,                 0.8081,             0.00030434,             0.00030434,             0.00030434
                    151,                 0.9142,                 1.2397,                0.71694,                0.81235,                0.81996,                0.76199,                0.79084,                 0.6104,                0.72809,                0.67998,                0.67939,                 0.3554,                0.91801,                 1.2893,                0.56866,                0.80561,             0.00030399,             0.00030399,             0.00030399
                    152,                0.90394,                  1.253,                0.72313,                0.81091,                0.82168,                0.75684,                0.79242,                 0.6222,                0.75019,                0.69173,                0.69789,                0.37268,                0.88464,                 1.2945,                0.55613,                0.80598,             0.00030363,             0.00030363,             0.00030363
                    153,                0.88548,                 1.1532,                0.72502,                0.81197,                0.79954,                0.73749,                0.77842,                 0.6055,                0.72832,                0.67157,                0.68706,                0.36243,                0.91102,                 1.2997,                0.61074,                0.80822,             0.00030328,             0.00030328,             0.00030328
                    154,                0.90154,                 1.2427,                0.69093,                0.81178,                0.77891,                0.73274,                0.77394,                0.59451,                0.69972,                0.65765,                0.67105,                0.35409,                0.94759,                  1.371,                0.60224,                0.80858,             0.00030293,             0.00030293,             0.00030293
                    155,                0.87924,                 1.1934,                0.69748,                0.80933,                0.80602,                0.73763,                 0.7931,                0.61328,                0.74168,                 0.6576,                0.68891,                0.36323,                0.91099,                 1.3072,                0.56246,                0.80707,             0.00030257,             0.00030257,             0.00030257
                    156,                 0.8836,                 1.2399,                0.74111,                0.81227,                0.82178,                0.73414,                0.79221,                 0.6203,                0.76904,                0.65496,                0.69311,                0.37164,                0.88006,                  1.283,                0.56047,                0.80466,             0.00030222,             0.00030222,             0.00030222
                    157,                0.85036,                 1.1555,                0.69959,                0.80806,                0.82869,                0.74167,                0.78257,                0.60888,                 0.7705,                 0.6625,                0.68321,                0.36305,                0.89409,                 1.2864,                0.58329,                0.80616,             0.00030186,             0.00030186,             0.00030186
                    158,                0.88648,                  1.215,                0.67178,                0.81164,                0.84198,                0.75422,                0.78716,                0.61252,                0.75173,                0.67851,                0.68095,                0.36156,                0.89771,                 1.2882,                0.55427,                0.80508,             0.00030151,             0.00030151,             0.00030151
                    159,                0.91063,                 1.2333,                0.73413,                0.81083,                0.77478,                0.73912,                0.76813,                0.59597,                0.69615,                0.67219,                0.67157,                0.35152,                0.90295,                 1.3073,                0.61355,                0.80627,             0.00030116,             0.00030116,             0.00030116
                    160,                0.92359,                 1.2495,                0.68976,                0.80943,                0.80662,                0.72046,                0.77356,                0.60148,                0.73518,                0.65739,                0.68381,                0.37067,                0.89171,                 1.2914,                0.56261,                0.80535,              0.0003008,              0.0003008,              0.0003008
                    161,                 0.9046,                 1.2593,                0.68898,                0.81395,                0.83519,                0.71461,                0.77029,                0.59584,                0.75367,                0.65075,                0.67372,                0.35714,                0.90235,                 1.3004,                0.57578,                 0.8067,             0.00030045,             0.00030045,             0.00030045
                    162,                0.87767,                 1.1669,                0.67298,                0.80878,                0.83167,                0.75186,                0.78721,                0.60884,                0.74803,                0.67777,                0.67903,                 0.3584,                 0.9141,                 1.3442,                0.57071,                0.80719,              0.0003001,              0.0003001,              0.0003001
                    163,                  0.902,                 1.2317,                0.68343,                0.80612,                0.84133,                0.75797,                0.79306,                0.61277,                0.73954,                0.67841,                0.68168,                0.35447,                0.91762,                 1.3134,                0.56045,                0.80503,             0.00029974,             0.00029974,             0.00029974
                    164,                0.88983,                 1.2162,                0.66127,                0.81052,                0.80086,                0.71513,                0.75077,                0.58391,                 0.7173,                0.64433,                 0.6467,                0.34414,                0.92906,                 1.3829,                0.59545,                0.80628,             0.00029939,             0.00029939,             0.00029939
                    165,                0.87455,                 1.2122,                0.68638,                0.80943,                0.82769,                0.74108,                0.78068,                0.60473,                0.74294,                0.66999,                 0.6816,                0.36939,                0.91074,                 1.3294,                0.55555,                0.80605,             0.00029904,             0.00029904,             0.00029904
                    166,                0.91899,                 1.2539,                0.68113,                0.81133,                0.85104,                0.73733,                0.79382,                0.61469,                0.76384,                0.66969,                0.68766,                0.35905,                0.89038,                 1.3155,                0.55847,                0.80531,             0.00029868,             0.00029868,             0.00029868
                    167,                0.89427,                 1.2462,                0.67302,                0.81101,                0.79894,                0.74744,                0.78036,                0.60783,                0.72072,                0.67637,                0.68545,                0.36334,                0.90746,                 1.2859,                0.56361,                0.80507,             0.00029833,             0.00029833,             0.00029833
                    168,                0.86311,                 1.1539,                0.67803,                0.81217,                0.79731,                0.73159,                 0.7713,                0.59841,                0.74115,                0.63962,                0.66701,                0.35032,                 0.8985,                 1.2942,                 0.5878,                0.80559,             0.00029798,             0.00029798,             0.00029798
                    169,                0.82855,                  1.115,                0.67529,                0.81211,                0.83275,                0.76733,                0.79822,                0.61792,                0.74272,                0.68525,                0.68675,                0.35543,                0.90218,                 1.3014,                0.54737,                0.80541,             0.00029762,             0.00029762,             0.00029762
                    170,                0.88652,                 1.2196,                0.71022,                0.81165,                0.83175,                0.75119,                0.79469,                0.61656,                0.75075,                0.67918,                0.69426,                 0.3647,                0.89115,                 1.3342,                0.56893,                0.80495,             0.00029727,             0.00029727,             0.00029727
                    171,                0.87212,                 1.1735,                0.67789,                 0.8078,                0.79329,                0.74421,                0.78095,                0.61574,                0.73994,                0.66524,                0.68986,                0.36653,                0.88279,                 1.2864,                0.57631,                0.80537,             0.00029692,             0.00029692,             0.00029692
                    172,                0.89567,                 1.2357,                0.71441,                0.81203,                0.80674,                0.74943,                0.78507,                0.61693,                 0.7593,                0.65098,                0.68707,                0.36535,                0.89267,                  1.297,                0.57735,                0.80532,             0.00029656,             0.00029656,             0.00029656
                    173,                0.89083,                 1.2037,                0.68488,                0.80969,                0.82804,                0.74233,                0.78824,                0.62118,                0.75129,                0.68189,                0.70051,                0.37449,                0.87909,                 1.2655,                0.55841,                0.80474,             0.00029621,             0.00029621,             0.00029621
                    174,                0.91685,                  1.251,                0.70127,                0.80938,                 0.8485,                0.74826,                0.79466,                 0.6165,                 0.7586,                  0.677,                0.68965,                0.36519,                0.90971,                 1.3395,                0.54714,                0.80409,             0.00029586,             0.00029586,             0.00029586
                    175,                0.85811,                 1.1707,                0.66695,                0.80851,                0.85407,                0.74513,                0.79361,                0.62306,                0.76123,                0.67343,                0.68828,                0.36103,                0.89692,                 1.3378,                0.56193,                0.80535,              0.0002955,              0.0002955,              0.0002955
                    176,                 0.8904,                 1.2143,                0.66603,                0.80822,                0.87185,                0.76815,                0.80628,                0.62585,                0.77108,                0.69044,                0.69514,                 0.3686,                0.88757,                 1.3034,                0.54991,                0.80454,             0.00029515,             0.00029515,             0.00029515
                    177,                0.88147,                 1.1837,                0.62853,                0.80886,                0.85475,                 0.7686,                0.80208,                0.62346,                 0.7719,                0.68857,                 0.6992,                0.36942,                 0.8917,                 1.3107,                0.54413,                0.80547,              0.0002948,              0.0002948,              0.0002948
                    178,                0.86583,                 1.1915,                0.63781,                0.80992,                0.81802,                0.74732,                0.77921,                0.60283,                0.73205,                0.67183,                0.67571,                0.35038,                0.89204,                 1.2789,                0.56683,                 0.8054,             0.00029444,             0.00029444,             0.00029444
                    179,                0.85682,                 1.1791,                 0.6407,                0.80779,                  0.829,                 0.7459,                0.79822,                0.62026,                0.74636,                  0.671,                0.69143,                0.36066,                0.89081,                  1.291,                0.57472,                0.80501,             0.00029409,             0.00029409,             0.00029409
                    180,                0.89053,                 1.1891,                0.63166,                0.81228,                0.83928,                0.74559,                0.79382,                0.62302,                0.77762,                0.67432,                0.70135,                0.37561,                0.89051,                 1.2946,                0.54857,                0.80394,             0.00029374,             0.00029374,             0.00029374
                    181,                0.89605,                   1.22,                0.67968,                0.81454,                0.83831,                 0.7599,                0.79203,                0.61479,                0.77236,                0.68015,                0.69609,                0.36136,                0.88889,                 1.2828,                0.52721,                0.80341,             0.00029338,             0.00029338,             0.00029338
                    182,                 0.8894,                 1.2248,                0.64049,                0.80653,                0.81127,                0.71948,                0.75517,                0.58191,                0.74678,                0.63927,                 0.6578,                0.34083,                 0.8871,                 1.3216,                 0.5741,                0.80422,             0.00029303,             0.00029303,             0.00029303
                    183,                0.88195,                 1.1848,                0.65587,                0.80797,                0.85524,                0.76513,                0.80001,                0.62134,                0.76892,                0.69542,                0.69727,                0.36635,                0.89068,                 1.3191,                  0.551,                0.80423,             0.00029268,             0.00029268,             0.00029268
                    184,                0.85697,                 1.1699,                0.63274,                0.80769,                0.83968,                0.75004,                0.76354,                0.58561,                0.75339,                0.68174,                0.66127,                0.34263,                0.90547,                 1.2971,                 0.5731,                 0.8053,             0.00029232,             0.00029232,             0.00029232
                    185,                0.90075,                 1.2115,                0.63763,                0.81079,                0.84504,                0.75314,                0.79892,                 0.6204,                0.76754,                0.68018,                0.69729,                0.36034,                0.87438,                 1.2771,                0.53972,                 0.8039,             0.00029197,             0.00029197,             0.00029197
                    186,                0.86471,                 1.1645,                0.65468,                0.80754,                  0.826,                0.76442,                0.79799,                0.62193,                0.74299,                0.70087,                0.70384,                0.36777,                 0.8746,                 1.2604,                0.55575,                0.80384,             0.00029162,             0.00029162,             0.00029162
                    187,                0.87035,                 1.1733,                0.64337,                0.80491,                0.86696,                0.75967,                 0.8085,                0.62449,                0.78126,                0.69636,                0.70729,                0.37031,                0.87955,                 1.2782,                0.52081,                0.80284,             0.00029126,             0.00029126,             0.00029126
                    188,                  0.875,                 1.1944,                0.63767,                0.81328,                0.84962,                0.73114,                0.77272,                0.59722,                0.78027,                0.65424,                0.67102,                0.35575,                0.88464,                 1.2569,                0.57929,                0.80291,             0.00029091,             0.00029091,             0.00029091
                    189,                0.84045,                 1.1456,                0.62411,                0.80713,                0.85389,                0.76398,                0.79934,                0.62178,                0.77384,                0.69784,                0.70482,                0.36961,                0.87326,                 1.2568,                0.52478,                0.80288,             0.00029056,             0.00029056,             0.00029056
                    190,                 0.8468,                 1.1907,                0.62698,                0.81294,                0.84242,                0.76715,                0.80196,                0.62504,                0.75768,                 0.6916,                0.69847,                 0.3663,                0.86856,                 1.2731,                0.51266,                0.80309,              0.0002902,              0.0002902,              0.0002902
                    191,                  0.864,                 1.1693,                0.63375,                0.80939,                0.82036,                0.75282,                0.79413,                0.61646,                0.73543,                0.67303,                0.69163,                0.36634,                0.88214,                 1.2951,                 0.5472,                0.80459,             0.00028985,             0.00028985,             0.00028985
                    192,                0.87902,                 1.2226,                0.64348,                0.80902,                0.84123,                0.75424,                0.79738,                0.62106,                0.76564,                0.68431,                0.70334,                0.36601,                0.88474,                 1.3117,                0.54383,                0.80367,             0.00028949,             0.00028949,             0.00028949
                    193,                0.87807,                 1.2028,                0.63983,                0.81306,                  0.845,                0.74703,                0.78237,                0.60103,                0.75943,                0.66346,                0.67637,                 0.3539,                0.90436,                 1.2865,                0.53993,                0.80441,             0.00028914,             0.00028914,             0.00028914
                    194,                0.89099,                 1.2219,                0.62205,                0.80732,                0.83523,                0.76735,                0.79698,                0.62112,                0.76194,                0.69002,                0.69964,                0.36251,                0.87674,                 1.2596,                0.56849,                0.80393,             0.00028879,             0.00028879,             0.00028879
                    195,                0.86656,                 1.1876,                0.63652,                0.80906,                0.84841,                0.77116,                0.80741,                0.62535,                0.77117,                0.69295,                0.70527,                0.35808,                0.88166,                 1.2712,                0.52841,                0.80495,             0.00028843,             0.00028843,             0.00028843
                    196,                0.85912,                 1.1482,                0.61514,                0.80808,                0.87088,                0.77321,                 0.8078,                0.62545,                0.79965,                0.70034,                0.70877,                0.37129,                 0.8718,                 1.2504,                0.51086,                0.80349,             0.00028808,             0.00028808,             0.00028808
                    197,                0.83905,                 1.1905,                0.63323,                0.81077,                0.87382,                0.74986,                0.80245,                0.62326,                0.79389,                0.69054,                 0.7084,                0.37369,                 0.8714,                 1.2441,                0.53061,                0.80375,             0.00028773,             0.00028773,             0.00028773
                    198,                0.84236,                 1.1614,                0.62744,                0.80883,                0.83516,                0.74885,                0.78733,                0.61406,                0.76517,                0.66884,                0.68873,                0.36307,                0.88134,                 1.3022,                0.53694,                0.80396,             0.00028737,             0.00028737,             0.00028737
                    199,                0.86345,                 1.1784,                0.64947,                0.81229,                 0.8444,                0.75289,                0.79278,                0.60665,                0.77953,                0.67689,                0.69446,                0.35518,                0.91813,                 1.3438,                0.51929,                0.80582,             0.00028702,             0.00028702,             0.00028702
                    200,                0.87936,                 1.1718,                0.61896,                   0.81,                0.85069,                0.74385,                0.79154,                0.61607,                0.76652,                0.67036,                0.68749,                0.35645,                0.89302,                 1.3084,                0.54394,                0.80448,             0.00028667,             0.00028667,             0.00028667
                    201,                0.83359,                 1.1398,                0.59717,                0.80689,                0.84942,                0.76726,                0.79615,                0.62022,                0.76796,                0.69413,                0.69546,                0.36286,                0.88636,                 1.2919,                0.54237,                0.80459,             0.00028631,             0.00028631,             0.00028631
                    202,                0.87617,                 1.2237,                0.62627,                 0.8084,                0.85922,                0.77333,                0.80901,                0.62998,                0.78685,                0.69114,                0.70984,                0.36902,                0.87721,                  1.296,                 0.5207,                0.80442,             0.00028596,             0.00028596,             0.00028596
                    203,                0.79631,                 1.0748,                0.59543,                0.80737,                0.85896,                 0.7692,                0.79719,                0.62561,                0.79304,                0.68239,                0.69825,                0.37197,                0.87404,                  1.292,                0.53207,                 0.8039,             0.00028561,             0.00028561,             0.00028561
                    204,                0.87354,                 1.1793,                0.63819,                0.81205,                0.83556,                0.76465,                0.79967,                0.62422,                0.75311,                0.69939,                0.70649,                0.36984,                0.87058,                 1.2723,                0.53229,                0.80384,             0.00028525,             0.00028525,             0.00028525
                    205,                0.87031,                  1.169,                 0.6418,                 0.8097,                0.84995,                0.76582,                0.80469,                0.62572,                0.75215,                 0.6892,                0.69571,                0.36562,                0.89181,                 1.2879,                0.52259,                0.80427,              0.0002849,              0.0002849,              0.0002849
                    206,                0.85814,                 1.1189,                0.63497,                0.80658,                0.85016,                0.77248,                0.81088,                0.62906,                0.76024,                0.69245,                0.69995,                0.36778,                0.87912,                 1.2568,                 0.5183,                0.80368,             0.00028455,             0.00028455,             0.00028455
                    207,                0.83475,                 1.1258,                0.60551,                 0.8063,                0.87922,                0.75822,                0.81375,                0.63298,                 0.7856,                0.69064,                0.71022,                0.37382,                0.88288,                 1.2654,                0.52323,                0.80408,             0.00028419,             0.00028419,             0.00028419
                    208,                0.86671,                 1.1836,                0.59424,                 0.8099,                0.86376,                0.78095,                0.81247,                 0.6332,                0.77554,                0.70452,                0.71229,                0.37716,                0.88152,                 1.2528,                0.50792,                0.80331,             0.00028384,             0.00028384,             0.00028384
