                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    471,                 1.4158,                0.64681,                0.89216,                0.82475,                0.77287,                0.80967,                0.40513,                 1.5814,                0.66483,                0.93604,             0.00019089,             0.00019089,             0.00019089
                    472,                 1.4131,                0.63343,                0.88619,                0.80848,                0.77399,                0.80596,                0.40239,                 1.5802,                0.66854,                0.93643,             0.00019053,             0.00019053,             0.00019053
                    473,                 1.4551,                0.65474,                0.88947,                0.82481,                0.77272,                0.80857,                0.40135,                 1.5852,                  0.672,                0.93787,             0.00019018,             0.00019018,             0.00019018
                    474,                 1.4207,                0.62986,                0.88639,                0.82701,                 0.7755,                0.80963,                0.40027,                 1.5828,                0.67281,                0.93617,             0.00018983,             0.00018983,             0.00018983
                    475,                 1.4548,                 0.6598,                0.89091,                0.82528,                0.77043,                0.80508,                0.40201,                 1.5751,                0.67859,                0.93645,             0.00018947,             0.00018947,             0.00018947
                    476,                 1.3834,                0.62401,                0.88497,                0.82408,                0.77423,                0.80818,                0.40242,                 1.5766,                0.67846,                0.93554,             0.00018912,             0.00018912,             0.00018912
                    477,                 1.3995,                0.61996,                0.87449,                0.81399,                0.77873,                0.81231,                0.40674,                 1.5666,                0.66321,                0.93357,             0.00018877,             0.00018877,             0.00018877
                    478,                  1.456,                0.64837,                0.89145,                0.81689,                 0.7867,                0.81626,                0.41075,                 1.5642,                0.65465,                0.93423,             0.00018841,             0.00018841,             0.00018841
                    479,                 1.4161,                0.64666,                0.89144,                0.82589,                0.78824,                0.81093,                0.40753,                 1.5693,                0.66474,                0.93707,             0.00018806,             0.00018806,             0.00018806
                    480,                 1.4521,                0.65869,                0.89334,                0.83973,                0.77693,                0.81857,                0.40926,                 1.5843,                0.68365,                0.94018,             0.00018771,             0.00018771,             0.00018771
                    481,                 1.4596,                0.65416,                 0.8884,                0.82261,                0.77722,                0.81852,                0.41563,                 1.5648,                0.67103,                0.93434,             0.00018735,             0.00018735,             0.00018735
                    482,                 1.4243,                0.64941,                0.89201,                0.81748,                0.76836,                0.81486,                0.41292,                 1.5619,                0.67034,                0.93062,               0.000187,               0.000187,               0.000187
                    483,                  1.466,                0.66528,                0.88736,                0.81038,                0.75851,                0.80999,                0.40877,                  1.567,                 0.6689,                0.93394,             0.00018665,             0.00018665,             0.00018665
                    484,                 1.4484,                0.66399,                0.89339,                0.80769,                0.76395,                0.80984,                0.40557,                 1.5833,                0.67499,                0.93895,             0.00018629,             0.00018629,             0.00018629
                    485,                 1.4656,                0.65541,                0.88742,                0.83667,                0.76186,                0.81217,                0.41155,                 1.5719,                0.66621,                0.93597,             0.00018594,             0.00018594,             0.00018594
                    486,                 1.4356,                0.64858,                0.88141,                0.80488,                0.78939,                0.81491,                0.41276,                 1.5644,                0.66819,                0.93346,             0.00018559,             0.00018559,             0.00018559
                    487,                 1.4336,                0.64429,                0.88852,                0.82249,                0.74707,                0.81482,                0.41223,                 1.5721,                0.66628,                0.93541,             0.00018523,             0.00018523,             0.00018523
                    488,                  1.448,                0.65383,                0.88139,                 0.7959,                0.78144,                0.82457,                0.41425,                 1.5627,                0.66148,                0.93146,             0.00018488,             0.00018488,             0.00018488
                    489,                 1.4116,                0.62901,                0.89403,                0.82693,                0.79106,                0.83058,                0.41435,                 1.5653,                0.67268,                0.93171,             0.00018453,             0.00018453,             0.00018453
                    490,                  1.447,                0.64938,                0.88828,                0.84025,                0.81216,                0.83455,                0.41673,                 1.5622,                0.67445,                0.93363,             0.00018417,             0.00018417,             0.00018417
                    491,                 1.4441,                0.64914,                0.88774,                0.84507,                0.79005,                0.82736,                0.41114,                 1.5739,                0.67272,                0.93615,             0.00018382,             0.00018382,             0.00018382
                    492,                 1.4635,                0.66332,                 0.8869,                0.85704,                0.78125,                0.83274,                0.40941,                 1.5688,                0.66211,                0.93587,             0.00018347,             0.00018347,             0.00018347
                    493,                 1.4458,                0.64403,                0.89258,                 0.8768,                0.75903,                0.82416,                0.40461,                 1.5695,                0.67208,                 0.9358,             0.00018311,             0.00018311,             0.00018311
                    494,                 1.4322,                0.63822,                0.89127,                0.85448,                0.74801,                 0.8058,                0.40308,                 1.5809,                0.69972,                0.93764,             0.00018276,             0.00018276,             0.00018276
                    495,                 1.4389,                0.64009,                0.88335,                0.84168,                0.76382,                0.80904,                0.40629,                 1.5705,                0.68706,                0.93449,             0.00018241,             0.00018241,             0.00018241
                    496,                 1.4483,                0.63768,                0.88011,                0.83306,                0.77404,                0.81843,                0.40852,                 1.5778,                0.67228,                 0.9353,             0.00018205,             0.00018205,             0.00018205
                    497,                  1.436,                0.63616,                0.89494,                0.83088,                0.77977,                0.82179,                0.41256,                 1.5642,                0.67559,                0.93338,              0.0001817,              0.0001817,              0.0001817
                    498,                  1.424,                0.64173,                0.89202,                0.82435,                0.79514,                0.82408,                0.41549,                 1.5634,                0.67436,                0.93092,             0.00018135,             0.00018135,             0.00018135
                    499,                 1.4287,                0.62792,                0.88318,                0.85096,                0.79789,                0.83252,                0.41683,                 1.5704,                0.66469,                0.93518,             0.00018099,             0.00018099,             0.00018099
                    500,                 1.4276,                0.63857,                0.88993,                0.85208,                0.79228,                0.83183,                0.41843,                 1.5657,                 0.6564,                0.93506,             0.00018064,             0.00018064,             0.00018064
                    501,                 1.3642,                0.60997,                0.88842,                0.85977,                0.79311,                0.83833,                0.42291,                 1.5615,                0.64941,                0.93481,             0.00018028,             0.00018028,             0.00018028
                    502,                 1.4696,                0.64988,                0.88341,                0.83939,                0.79166,                0.82752,                 0.4173,                 1.5734,                0.64792,                0.93649,             0.00017993,             0.00017993,             0.00017993
                    503,                 1.4346,                0.63788,                0.88483,                 0.8593,                0.79665,                0.82324,                0.41177,                 1.5631,                0.65391,                0.93356,             0.00017958,             0.00017958,             0.00017958
                    504,                 1.4118,                0.64023,                0.88537,                0.83735,                0.79388,                0.81406,                0.40616,                 1.5764,                 0.6647,                0.93603,             0.00017922,             0.00017922,             0.00017922
                    505,                 1.4538,                0.64865,                0.88542,                0.83181,                 0.7875,                0.81782,                0.40507,                 1.5799,                0.66825,                0.93761,             0.00017887,             0.00017887,             0.00017887
                    506,                 1.4576,                0.65199,                0.89965,                 0.8532,                 0.7549,                0.82222,                0.40918,                 1.5702,                0.65387,                0.93417,             0.00017852,             0.00017852,             0.00017852
                    507,                 1.4295,                0.63629,                0.87973,                0.82279,                0.80513,                0.82924,                0.41352,                 1.5695,                 0.6558,                0.93252,             0.00017816,             0.00017816,             0.00017816
                    508,                 1.4211,                0.63149,                0.88489,                0.85228,                 0.8053,                0.83852,                0.41653,                 1.5782,                 0.6585,                0.93634,             0.00017781,             0.00017781,             0.00017781
                    509,                 1.4201,                0.62988,                0.88267,                0.87111,                0.77378,                0.83416,                0.41501,                 1.5662,                0.65616,                0.93269,             0.00017746,             0.00017746,             0.00017746
                    510,                 1.4406,                0.64387,                0.88725,                0.87466,                0.76204,                0.82735,                0.41239,                 1.5618,                0.65123,                0.93277,              0.0001771,              0.0001771,              0.0001771
                    511,                 1.4239,                0.63718,                0.88248,                0.88447,                0.77648,                 0.8337,                0.41084,                 1.5649,                0.64615,                0.93384,             0.00017675,             0.00017675,             0.00017675
                    512,                 1.4329,                0.64243,                0.89087,                0.85092,                0.79099,                0.82379,                0.40808,                  1.572,                0.65715,                0.93589,              0.0001764,              0.0001764,              0.0001764
                    513,                 1.4155,                0.63585,                0.88868,                 0.8374,                0.78995,                0.81882,                0.40419,                 1.5838,                0.67247,                0.93802,             0.00017604,             0.00017604,             0.00017604
                    514,                 1.3844,                0.62859,                0.88024,                0.83893,                0.79071,                 0.8283,                0.40967,                 1.5743,                0.66145,                0.93777,             0.00017569,             0.00017569,             0.00017569
                    515,                 1.4301,                0.63738,                0.88494,                0.83666,                 0.8035,                0.82712,                0.41288,                 1.5639,                  0.648,                0.93313,             0.00017534,             0.00017534,             0.00017534
                    516,                 1.4259,                0.63791,                0.87879,                0.84007,                0.79327,                0.82688,                0.41437,                 1.5582,                0.64948,                0.93153,             0.00017498,             0.00017498,             0.00017498
                    517,                 1.3988,                0.61969,                0.88563,                 0.8342,                0.79135,                0.82733,                0.41227,                 1.5679,                0.66165,                 0.9346,             0.00017463,             0.00017463,             0.00017463
                    518,                 1.4521,                0.65819,                0.89304,                0.83587,                0.79969,                0.82294,                0.40773,                 1.5628,                 0.6617,                0.93357,             0.00017428,             0.00017428,             0.00017428
                    519,                  1.399,                0.63027,                0.88791,                0.84136,                0.77977,                0.80866,                 0.4003,                 1.5666,                0.66003,                0.93577,             0.00017392,             0.00017392,             0.00017392
                    520,                 1.4286,                0.64415,                0.89771,                0.84724,                0.78833,                0.81465,                0.40486,                 1.5623,                0.65536,                0.93457,             0.00017357,             0.00017357,             0.00017357
                    521,                  1.446,                0.65463,                0.88377,                0.84408,                0.80195,                0.82979,                0.41411,                  1.567,                0.65976,                0.93461,             0.00017322,             0.00017322,             0.00017322
                    522,                 1.4536,                0.64774,                 0.8833,                0.83654,                0.80438,                0.83415,                0.41637,                 1.5687,                 0.6642,                0.93173,             0.00017286,             0.00017286,             0.00017286
                    523,                  1.421,                0.63813,                0.88296,                0.82356,                 0.8021,                0.83354,                0.41629,                 1.5657,                0.67134,                0.93149,             0.00017251,             0.00017251,             0.00017251
                    524,                 1.4418,                0.64228,                0.88451,                 0.8276,                0.78104,                0.82041,                0.40688,                 1.5675,                 0.6693,                 0.9316,             0.00017216,             0.00017216,             0.00017216
                    525,                 1.4479,                0.64856,                0.89232,                0.83105,                0.77086,                0.81145,                0.40504,                 1.5571,                0.65917,                 0.9304,              0.0001718,              0.0001718,              0.0001718
                    526,                 1.4198,                0.64301,                0.88243,                0.83269,                0.77653,                0.82036,                0.40846,                 1.5655,                0.66255,                0.93292,             0.00017145,             0.00017145,             0.00017145
                    527,                 1.4201,                0.63777,                0.88642,                0.82686,                0.79719,                 0.8252,                0.41317,                 1.5696,                0.66682,                0.93453,              0.0001711,              0.0001711,              0.0001711
                    528,                 1.4509,                0.65013,                 0.8918,                0.83512,                0.79135,                0.81756,                0.40971,                 1.5725,                 0.6648,                0.93721,             0.00017074,             0.00017074,             0.00017074
                    529,                 1.4284,                0.63156,                0.87877,                0.84376,                0.80062,                0.82054,                 0.4129,                 1.5748,                0.65815,                0.93799,             0.00017039,             0.00017039,             0.00017039
                    530,                 1.4756,                 0.6622,                0.88822,                 0.8475,                0.78095,                0.82299,                0.41376,                 1.5744,                0.65126,                0.93863,             0.00017004,             0.00017004,             0.00017004
                    531,                 1.4184,                0.64033,                0.87821,                0.85299,                0.77296,                0.82279,                0.41142,                 1.5708,                0.65304,                0.93784,             0.00016968,             0.00016968,             0.00016968
                    532,                  1.419,                0.63329,                 0.8841,                0.85074,                0.79322,                0.82159,                0.41014,                 1.5588,                0.64789,                0.93452,             0.00016933,             0.00016933,             0.00016933
                    533,                 1.4254,                0.63694,                0.88717,                 0.8264,                0.79398,                 0.8137,                0.40927,                 1.5554,                0.65293,                 0.9317,             0.00016898,             0.00016898,             0.00016898
                    534,                 1.4605,                0.65357,                0.88822,                0.82835,                0.77104,                0.81202,                0.40859,                 1.5786,                0.65267,                0.93653,             0.00016862,             0.00016862,             0.00016862
                    535,                 1.4287,                0.64034,                0.88578,                0.85271,                0.76764,                 0.8208,                0.41314,                 1.5765,                0.65588,                0.93491,             0.00016827,             0.00016827,             0.00016827
                    536,                 1.4285,                0.64004,                0.88328,                 0.8632,                0.76882,                0.82425,                0.41468,                 1.5703,                0.65287,                0.93477,             0.00016791,             0.00016791,             0.00016791
                    537,                 1.4403,                 0.6335,                0.87974,                0.86195,                0.76446,                0.82219,                0.41315,                 1.5658,                0.64919,                0.93321,             0.00016756,             0.00016756,             0.00016756
                    538,                 1.4108,                0.63784,                0.88783,                0.85966,                  0.763,                0.81424,                0.40825,                   1.58,                0.65035,                0.93702,             0.00016721,             0.00016721,             0.00016721
                    539,                 1.4274,                0.63901,                0.88635,                0.84542,                0.78717,                0.81807,                0.40529,                 1.5836,                0.65036,                0.93902,             0.00016685,             0.00016685,             0.00016685
                    540,                  1.396,                0.61273,                0.87776,                0.83954,                0.78817,                0.82212,                0.40692,                 1.5755,                0.66185,                0.93433,              0.0001665,              0.0001665,              0.0001665
                    541,                 1.3974,                0.61947,                0.88461,                0.85418,                0.78692,                0.82596,                0.40977,                  1.569,                  0.661,                 0.9337,             0.00016615,             0.00016615,             0.00016615
                    542,                 1.4344,                0.62927,                 0.8782,                0.85999,                0.79917,                0.83989,                0.41171,                 1.5696,                0.65371,                0.93462,             0.00016579,             0.00016579,             0.00016579
                    543,                 1.4049,                0.62799,                0.89285,                0.83353,                0.76968,                0.81309,                0.40609,                 1.5667,                0.65283,                0.93512,             0.00016544,             0.00016544,             0.00016544
                    544,                  1.402,                  0.628,                0.88464,                0.84715,                0.77393,                 0.8164,                0.40989,                 1.5592,                0.64539,                0.93521,             0.00016509,             0.00016509,             0.00016509
                    545,                 1.3839,                0.62037,                0.88235,                0.84223,                0.77119,                 0.8197,                0.41389,                 1.5614,                 0.6506,                 0.9334,             0.00016473,             0.00016473,             0.00016473
                    546,                 1.3692,                0.62205,                0.88627,                0.84997,                0.77586,                0.82636,                 0.4138,                 1.5704,                 0.6596,                0.93596,             0.00016438,             0.00016438,             0.00016438
                    547,                 1.4273,                0.63289,                0.88103,                0.83658,                0.79059,                0.82969,                0.41048,                  1.577,                0.65536,                0.93725,             0.00016403,             0.00016403,             0.00016403
                    548,                 1.4314,                 0.6464,                0.88988,                0.85883,                0.75833,                0.82562,                0.41535,                 1.5616,                0.66077,                0.93427,             0.00016367,             0.00016367,             0.00016367
                    549,                 1.4146,                0.62329,                0.88459,                0.84909,                0.79054,                0.83523,                0.41586,                 1.5714,                0.65931,                0.93741,             0.00016332,             0.00016332,             0.00016332
                    550,                 1.4165,                0.64415,                0.88266,                0.84808,                0.80245,                0.83528,                0.41696,                 1.5676,                0.65458,                0.93629,             0.00016297,             0.00016297,             0.00016297
                    551,                 1.4022,                0.62979,                0.88559,                0.86038,                0.79906,                0.83964,                0.41759,                 1.5698,                0.65394,                0.93448,             0.00016261,             0.00016261,             0.00016261
                    552,                 1.4317,                0.63887,                0.88839,                0.86626,                0.79608,                0.83853,                 0.4185,                 1.5667,                0.65412,                0.93336,             0.00016226,             0.00016226,             0.00016226
                    553,                 1.3941,                0.61864,                0.88233,                0.85399,                0.78878,                0.82689,                0.41545,                 1.5682,                0.65097,                0.93397,             0.00016191,             0.00016191,             0.00016191
                    554,                 1.4064,                 0.6199,                0.88463,                0.83541,                 0.7845,                0.82065,                 0.4126,                 1.5657,                0.65212,                0.93248,             0.00016155,             0.00016155,             0.00016155
                    555,                 1.4348,                0.64459,                0.89304,                0.85238,                0.77535,                0.82292,                0.41145,                  1.563,                0.65842,                0.93137,              0.0001612,              0.0001612,              0.0001612
                    556,                 1.4328,                0.63165,                0.88749,                0.84605,                 0.7572,                0.82151,                0.41128,                 1.5732,                0.66815,                0.93346,             0.00016085,             0.00016085,             0.00016085
                    557,                  1.438,                0.63929,                0.88876,                0.84301,                0.77372,                0.82594,                0.41734,                 1.5606,                 0.6705,                0.93138,             0.00016049,             0.00016049,             0.00016049
                    558,                 1.4124,                0.64332,                0.88872,                0.84129,                0.77417,                0.82665,                0.41786,                 1.5606,                0.67232,                0.93165,             0.00016014,             0.00016014,             0.00016014
                    559,                 1.4189,                0.63389,                0.88363,                0.83165,                0.76978,                0.82296,                0.41486,                 1.5679,                0.67021,                0.93314,             0.00015979,             0.00015979,             0.00015979
                    560,                 1.3849,                0.61397,                0.88619,                0.80688,                0.78361,                0.82262,                0.41205,                 1.5676,                0.66157,                0.93471,             0.00015943,             0.00015943,             0.00015943
                    561,                 1.4361,                0.63342,                0.88182,                 0.8184,                 0.7832,                0.82148,                 0.4113,                 1.5658,                0.65531,                0.93336,             0.00015908,             0.00015908,             0.00015908
                    562,                 1.4136,                0.62642,                0.88341,                0.81995,                 0.7695,                0.81621,                0.40992,                 1.5662,                 0.6578,                0.93455,             0.00015873,             0.00015873,             0.00015873
                    563,                 1.4033,                0.62636,                0.88854,                0.83094,                0.78256,                0.82093,                0.41649,                 1.5591,                0.65463,                0.93302,             0.00015837,             0.00015837,             0.00015837
                    564,                 1.4177,                  0.623,                0.88111,                0.82627,                0.79497,                0.82948,                0.41621,                 1.5613,                0.65461,                  0.934,             0.00015802,             0.00015802,             0.00015802
                    565,                 1.4406,                 0.6386,                0.88321,                0.83941,                0.77461,                0.82977,                0.41503,                 1.5763,                0.65656,                0.93661,             0.00015767,             0.00015767,             0.00015767
                    566,                 1.3894,                0.61854,                0.88755,                0.84594,                0.78779,                0.83418,                0.41643,                 1.5722,                0.65428,                0.93453,             0.00015731,             0.00015731,             0.00015731
                    567,                 1.4144,                0.62074,                0.87888,                0.84484,                0.79259,                0.82878,                0.41354,                 1.5798,                0.66423,                0.93501,             0.00015696,             0.00015696,             0.00015696
                    568,                 1.4057,                0.62783,                0.88936,                0.83742,                0.79911,                0.82605,                0.41459,                 1.5642,                0.65707,                0.93469,             0.00015661,             0.00015661,             0.00015661
                    569,                 1.4179,                0.63133,                0.88379,                0.84413,                0.79065,                0.82308,                0.41408,                 1.5599,                0.65106,                 0.9343,             0.00015625,             0.00015625,             0.00015625
                    570,                 1.4101,                  0.624,                0.88967,                0.85478,                0.76239,                0.81868,                0.40976,                 1.5718,                0.65509,                0.93781,              0.0001559,              0.0001559,              0.0001559
                    571,                 1.3963,                0.61467,                 0.8825,                0.84267,                0.76783,                0.82279,                0.41012,                 1.5669,                0.65511,                0.93653,             0.00015554,             0.00015554,             0.00015554
                    572,                 1.4308,                0.64183,                0.89166,                0.81604,                0.79476,                0.82388,                0.41156,                 1.5651,                0.65827,                0.93438,             0.00015519,             0.00015519,             0.00015519
                    573,                 1.4469,                0.63679,                0.88468,                0.81645,                0.80106,                 0.8171,                0.40768,                 1.5735,                0.65953,                0.93459,             0.00015484,             0.00015484,             0.00015484
                    574,                 1.4135,                0.62492,                0.87969,                0.82932,                0.79857,                0.82376,                0.40935,                 1.5735,                0.66046,                0.93462,             0.00015448,             0.00015448,             0.00015448
                    575,                  1.396,                 0.6192,                0.88629,                0.83744,                0.79968,                0.82766,                0.41495,                  1.568,                0.65904,                0.93433,             0.00015413,             0.00015413,             0.00015413
                    576,                 1.4016,                0.62902,                0.88226,                0.84149,                0.79876,                0.82883,                0.41394,                 1.5724,                0.65945,                0.93544,             0.00015378,             0.00015378,             0.00015378
                    577,                 1.4478,                0.63274,                0.88888,                0.83943,                0.79193,                0.82705,                0.41408,                 1.5676,                0.65331,                0.93544,             0.00015342,             0.00015342,             0.00015342
                    578,                 1.3771,                0.61313,                0.87888,                0.84811,                0.77526,                0.82349,                0.41415,                 1.5721,                0.65626,                0.93567,             0.00015307,             0.00015307,             0.00015307
                    579,                 1.4204,                0.63544,                 0.8903,                0.83393,                0.77911,                 0.8159,                0.40861,                 1.5775,                0.65304,                0.93767,             0.00015272,             0.00015272,             0.00015272
                    580,                 1.4204,                0.62842,                0.87967,                0.81975,                0.78498,                0.81146,                0.40747,                 1.5708,                0.65429,                0.93683,             0.00015236,             0.00015236,             0.00015236
                    581,                 1.3743,                0.60137,                0.87619,                0.84687,                0.76546,                0.81616,                0.40954,                 1.5703,                0.65434,                0.93569,             0.00015201,             0.00015201,             0.00015201
                    582,                 1.4261,                0.63339,                0.88908,                0.83405,                0.77291,                0.81997,                0.41165,                 1.5687,                0.66148,                0.93604,             0.00015166,             0.00015166,             0.00015166
                    583,                  1.414,                0.63355,                 0.8875,                 0.8263,                0.77969,                0.82272,                0.40946,                 1.5717,                0.66218,                0.93652,              0.0001513,              0.0001513,              0.0001513
                    584,                 1.4168,                0.63153,                0.88431,                0.81743,                0.79188,                0.81451,                  0.404,                 1.5725,                0.65926,                  0.938,             0.00015095,             0.00015095,             0.00015095
                    585,                 1.4354,                 0.6259,                0.88124,                0.80897,                0.78715,                0.81483,                0.40386,                 1.5734,                0.66274,                0.93792,              0.0001506,              0.0001506,              0.0001506
                    586,                 1.4445,                0.64386,                0.89308,                0.84152,                0.78793,                0.82356,                0.40884,                 1.5754,                0.65409,                0.93879,             0.00015024,             0.00015024,             0.00015024
                    587,                 1.4138,                0.62622,                0.89174,                0.84572,                0.79511,                0.83178,                0.41157,                 1.5758,                0.65389,                0.93822,             0.00014989,             0.00014989,             0.00014989
                    588,                  1.398,                0.61314,                0.87876,                0.83441,                0.79027,                0.82758,                0.41083,                 1.5754,                0.65996,                0.93805,             0.00014954,             0.00014954,             0.00014954
                    589,                 1.3949,                0.61273,                0.88796,                0.83831,                0.80375,                0.83388,                0.41306,                 1.5689,                0.65838,                0.93553,             0.00014918,             0.00014918,             0.00014918
                    590,                  1.402,                0.61614,                 0.8821,                0.83468,                0.79197,                0.82087,                0.41306,                 1.5694,                0.65273,                0.93535,             0.00014883,             0.00014883,             0.00014883
                    591,                 1.4226,                0.61996,                0.87602,                0.85636,                0.79855,                0.82545,                0.41148,                  1.573,                0.65105,                0.93607,             0.00014848,             0.00014848,             0.00014848
                    592,                 1.3955,                0.60641,                0.88331,                 0.8403,                0.79306,                0.82348,                0.41262,                 1.5714,                 0.6496,                 0.9348,             0.00014812,             0.00014812,             0.00014812
                    593,                 1.4122,                0.61779,                0.87985,                 0.8351,                0.78973,                0.82491,                0.41387,                 1.5698,                0.64904,                0.93346,             0.00014777,             0.00014777,             0.00014777
                    594,                 1.4025,                 0.6247,                0.88143,                 0.8265,                  0.807,                0.83203,                0.41978,                 1.5739,                0.64494,                0.93588,             0.00014742,             0.00014742,             0.00014742
                    595,                 1.3886,                0.61288,                0.88113,                0.84166,                0.79683,                0.83272,                0.41783,                 1.5722,                0.65403,                0.93518,             0.00014706,             0.00014706,             0.00014706
                    596,                 1.4019,                0.64406,                0.88583,                0.83187,                0.80971,                0.82825,                0.41938,                 1.5648,                0.66301,                 0.9335,             0.00014671,             0.00014671,             0.00014671
                    597,                 1.3987,                 0.6238,                0.88159,                0.84823,                0.79262,                0.83004,                0.41643,                 1.5733,                0.65656,                0.93621,             0.00014636,             0.00014636,             0.00014636
                    598,                 1.4345,                0.63786,                0.89222,                0.85465,                0.81184,                0.84223,                0.41808,                 1.5768,                 0.6594,                 0.9373,               0.000146,               0.000146,               0.000146
                    599,                 1.3955,                0.61437,                0.87415,                0.84797,                0.79639,                 0.8321,                0.41685,                 1.5734,                0.66436,                0.93856,             0.00014565,             0.00014565,             0.00014565
                    600,                 1.4018,                0.62011,                 0.8863,                0.85233,                0.77637,                0.82708,                0.41667,                 1.5665,                 0.6557,                0.93687,              0.0001453,              0.0001453,              0.0001453
                    601,                 1.4286,                0.62023,                0.87973,                0.84133,                0.79159,                0.83294,                0.42115,                 1.5583,                0.64076,                0.93291,             0.00014494,             0.00014494,             0.00014494
                    602,                 1.3987,                0.61733,                0.88833,                0.85717,                0.77976,                0.83202,                0.42082,                 1.5593,                 0.6419,                0.93198,             0.00014459,             0.00014459,             0.00014459
                    603,                 1.3805,                0.60949,                0.88102,                0.83294,                 0.7908,                0.83442,                0.42122,                 1.5538,                0.65035,                0.93132,             0.00014424,             0.00014424,             0.00014424
                    604,                 1.3697,                0.61149,                0.87362,                0.84968,                  0.791,                0.83403,                0.41578,                 1.5738,                0.65227,                0.93587,             0.00014388,             0.00014388,             0.00014388
