                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 1.5795,                0.90874,                0.91469,                0.72669,                0.70825,                0.72486,                   0.36,                 1.6089,                0.82568,                0.94353,             0.00030787,             0.00030787,             0.00030787
                    141,                 1.5985,                0.97083,                0.91504,                0.70415,                0.70794,                0.70689,                0.35534,                 1.6041,                0.81403,                0.94047,             0.00030752,             0.00030752,             0.00030752
                    142,                 1.6001,                0.91347,                0.90864,                0.72194,                0.72625,                 0.7422,                0.36895,                 1.6019,                0.79822,                0.94028,             0.00030717,             0.00030717,             0.00030717
                    143,                 1.5609,                 0.8912,                0.91156,                0.68818,                0.70031,                0.74213,                0.36729,                 1.6165,                0.79744,                0.94263,             0.00030681,             0.00030681,             0.00030681
                    144,                 1.6034,                0.92308,                0.90994,                0.69301,                0.69493,                0.73388,                0.36783,                 1.6029,                0.80043,                0.94155,             0.00030646,             0.00030646,             0.00030646
                    145,                 1.5935,                  0.926,                0.91516,                0.67125,                0.70809,                0.72629,                0.36105,                 1.5978,                0.81487,                0.94116,             0.00030611,             0.00030611,             0.00030611
                    146,                 1.5839,                0.95445,                0.91842,                0.70345,                0.69191,                 0.7108,                 0.3515,                 1.6155,                0.83196,                0.94272,             0.00030575,             0.00030575,             0.00030575
                    147,                 1.5919,                 0.8996,                0.90341,                0.72255,                0.68775,                0.72559,                0.36233,                 1.6288,                0.81335,                0.94403,              0.0003054,              0.0003054,              0.0003054
                    148,                 1.5486,                0.88016,                0.90627,                0.69634,                0.71927,                0.74379,                0.36497,                 1.6336,                0.81874,                0.94591,             0.00030505,             0.00030505,             0.00030505
                    149,                 1.5733,                0.91767,                0.90921,                0.75513,                0.73291,                0.77331,                0.38788,                 1.6166,                0.77671,                 0.9458,             0.00030469,             0.00030469,             0.00030469
                    150,                 1.6327,                0.95325,                0.92081,                0.75803,                0.74462,                0.76888,                0.39117,                 1.5856,                 0.8151,                0.93796,             0.00030434,             0.00030434,             0.00030434
                    151,                 1.5592,                0.90593,                0.91021,                0.75757,                0.67635,                0.72892,                0.36297,                 1.6223,                0.84803,                0.94587,             0.00030399,             0.00030399,             0.00030399
                    152,                 1.5945,                0.94041,                0.92705,                0.73931,                0.71572,                 0.7485,                0.37267,                 1.6128,                 0.7811,                0.94547,             0.00030363,             0.00030363,             0.00030363
                    153,                 1.5838,                0.90217,                0.90679,                0.73072,                0.71284,                0.75944,                0.37777,                 1.6076,                0.80749,                0.94128,             0.00030328,             0.00030328,             0.00030328
                    154,                 1.5699,                0.90112,                0.91886,                0.76903,                0.75065,                0.77222,                0.38618,                 1.6122,                0.77413,                0.94033,             0.00030293,             0.00030293,             0.00030293
                    155,                 1.5787,                0.88253,                0.90875,                0.72826,                0.74591,                0.76645,                0.38437,                 1.6001,                0.76231,                0.94066,             0.00030257,             0.00030257,             0.00030257
                    156,                 1.5829,                0.91227,                0.91505,                 0.7769,                0.74151,                0.78046,                 0.3934,                 1.6154,                0.77582,                0.94586,             0.00030222,             0.00030222,             0.00030222
                    157,                 1.5877,                 0.8928,                0.90823,                 0.7607,                0.73692,                0.78057,                0.39077,                 1.6289,                0.75819,                0.94595,             0.00030186,             0.00030186,             0.00030186
                    158,                 1.6341,                0.94912,                0.91402,                 0.7174,                0.75016,                0.76587,                0.37656,                 1.6277,                0.81412,                0.94571,             0.00030151,             0.00030151,             0.00030151
                    159,                 1.5927,                0.93008,                0.91303,                0.76065,                 0.7039,                0.75037,                0.37305,                 1.6223,                0.78632,                0.94682,             0.00030116,             0.00030116,             0.00030116
                    160,                 1.6019,                0.90172,                0.91864,                0.74601,                 0.7179,                0.72837,                0.35642,                 1.6247,                0.83016,                0.94526,              0.0003008,              0.0003008,              0.0003008
                    161,                 1.6402,                0.91979,                0.91392,                0.73883,                0.75575,                0.74763,                0.36853,                 1.5958,                0.80568,                0.93701,             0.00030045,             0.00030045,             0.00030045
                    162,                 1.5933,                0.92392,                0.92522,                0.71788,                0.72256,                0.74462,                0.37356,                    1.6,                0.77063,                0.93852,              0.0003001,              0.0003001,              0.0003001
                    163,                 1.5448,                0.88202,                0.91738,                0.72631,                0.69172,                0.74408,                0.36729,                 1.6136,                0.80864,                0.94056,             0.00029974,             0.00029974,             0.00029974
                    164,                 1.5699,                0.90199,                0.92218,                0.71989,                0.70047,                0.72828,                0.35994,                  1.612,                0.82186,                0.93937,             0.00029939,             0.00029939,             0.00029939
                    165,                 1.6333,                0.93921,                0.91474,                0.75894,                0.73835,                0.75853,                0.37955,                 1.6081,                 0.7605,                0.94138,             0.00029904,             0.00029904,             0.00029904
                    166,                 1.5965,                0.89135,                0.91752,                0.74353,                0.73981,                0.77011,                0.38547,                 1.6109,                0.78548,                0.94047,             0.00029868,             0.00029868,             0.00029868
                    167,                 1.5775,                0.87599,                0.91651,                0.73541,                0.74952,                 0.7723,                0.38679,                 1.5918,                0.79794,                0.93745,             0.00029833,             0.00029833,             0.00029833
                    168,                 1.6136,                0.90399,                0.91399,                0.76333,                0.73188,                0.76798,                 0.3802,                 1.6032,                0.79569,                0.94031,             0.00029798,             0.00029798,             0.00029798
                    169,                 1.5428,                0.85219,                0.90744,                0.75529,                0.73851,                0.76798,                0.37399,                 1.6337,                0.80501,                0.94655,             0.00029762,             0.00029762,             0.00029762
                    170,                 1.5371,                0.87414,                0.91219,                0.77428,                0.68778,                 0.7634,                 0.3803,                 1.6097,                0.78417,                0.93982,             0.00029727,             0.00029727,             0.00029727
                    171,                 1.5738,                0.84913,                0.90536,                0.74272,                0.70278,                0.73639,                0.36129,                 1.6117,                0.77981,                0.94064,             0.00029692,             0.00029692,             0.00029692
                    172,                  1.535,                0.84948,                0.90977,                0.76582,                0.70502,                0.75164,                0.37259,                 1.6079,                0.74851,                0.94295,             0.00029656,             0.00029656,             0.00029656
                    173,                 1.5814,                 0.8537,                0.91104,                0.74608,                0.72194,                 0.7493,                0.37727,                 1.6098,                0.76985,                0.94018,             0.00029621,             0.00029621,             0.00029621
                    174,                 1.6092,                 0.8881,                 0.9184,                0.76255,                0.72089,                0.76725,                0.38514,                 1.6095,                0.76683,                0.94469,             0.00029586,             0.00029586,             0.00029586
                    175,                 1.5669,                0.83825,                0.90365,                0.76434,                0.73095,                0.76374,                0.38081,                 1.6197,                0.75382,                0.94706,              0.0002955,              0.0002955,              0.0002955
                    176,                 1.5599,                0.82541,                0.90265,                 0.7519,                0.71538,                0.75197,                0.37519,                 1.6119,                0.74716,                0.94512,             0.00029515,             0.00029515,             0.00029515
                    177,                  1.553,                0.89687,                0.90934,                 0.7629,                0.73679,                0.76056,                0.38093,                 1.6001,                0.73803,                0.94159,              0.0002948,              0.0002948,              0.0002948
                    178,                   1.59,                0.86452,                0.91144,                0.74142,                0.73305,                0.75878,                0.37828,                 1.6109,                0.74816,                0.94337,             0.00029444,             0.00029444,             0.00029444
                    179,                 1.5701,                0.85805,                0.90987,                0.74001,                0.71391,                0.73545,                 0.3652,                  1.605,                0.83088,                0.94082,             0.00029409,             0.00029409,             0.00029409
                    180,                 1.6037,                0.86209,                0.89914,                0.77225,                0.72619,                0.77214,                0.39005,                 1.6026,                0.75295,                 0.9422,             0.00029374,             0.00029374,             0.00029374
                    181,                 1.5644,                0.82839,                 0.9129,                0.79334,                0.72228,                0.77459,                0.39028,                 1.6063,                0.75474,                0.94189,             0.00029338,             0.00029338,             0.00029338
                    182,                 1.5637,                0.83669,                0.90566,                0.73779,                 0.7069,                0.75294,                0.37568,                 1.5943,                 0.7598,                 0.9393,             0.00029303,             0.00029303,             0.00029303
                    183,                 1.5757,                0.82814,                0.90007,                0.74191,                0.73108,                0.76925,                0.38849,                 1.5917,                0.74857,                0.93873,             0.00029268,             0.00029268,             0.00029268
                    184,                 1.5422,                0.83487,                 0.9193,                0.76357,                0.72878,                0.76559,                0.38494,                 1.6092,                0.76534,                 0.9412,             0.00029232,             0.00029232,             0.00029232
                    185,                 1.5546,                0.82576,                0.90747,                 0.7486,                0.70081,                0.75298,                0.37133,                 1.6014,                0.76311,                0.93675,             0.00029197,             0.00029197,             0.00029197
                    186,                 1.5702,                 0.8539,                0.90755,                0.76313,                0.72922,                0.76196,                0.38067,                 1.6098,                0.75397,                0.94278,             0.00029162,             0.00029162,             0.00029162
                    187,                  1.632,                0.90136,                0.91777,                0.77781,                0.73215,                0.78527,                0.39213,                 1.5899,                0.74274,                0.93531,             0.00029126,             0.00029126,             0.00029126
                    188,                 1.5445,                0.82297,                0.90551,                0.73938,                0.74312,                 0.7624,                0.37703,                 1.6241,                0.79168,                0.94156,             0.00029091,             0.00029091,             0.00029091
                    189,                 1.5645,                0.84215,                0.91545,                0.79577,                0.70834,                0.76301,                0.38858,                 1.5965,                0.72946,                0.93686,             0.00029056,             0.00029056,             0.00029056
                    190,                 1.6008,                0.85975,                0.90315,                 0.7388,                0.72013,                0.74221,                0.37497,                 1.5905,                0.79215,                0.93423,              0.0002902,              0.0002902,              0.0002902
                    191,                 1.5505,                0.85698,                0.90813,                0.73174,                0.70788,                0.76259,                0.37979,                 1.6007,                0.76597,                0.94005,             0.00028985,             0.00028985,             0.00028985
                    192,                 1.5199,                0.84546,                0.91092,                0.75609,                 0.7129,                0.75234,                0.37063,                 1.6308,                0.81237,                 0.9475,             0.00028949,             0.00028949,             0.00028949
                    193,                   1.54,                0.83382,                0.90169,                0.72012,                0.73296,                0.74432,                0.37363,                 1.6203,                0.80767,                0.94388,             0.00028914,             0.00028914,             0.00028914
                    194,                 1.5392,                0.81695,                0.90372,                0.76446,                0.74389,                0.77323,                0.38926,                 1.6047,                0.75996,                0.93783,             0.00028879,             0.00028879,             0.00028879
                    195,                  1.574,                0.84243,                0.90876,                0.78333,                0.72805,                0.77795,                0.38993,                 1.6094,                0.76261,                 0.9383,             0.00028843,             0.00028843,             0.00028843
                    196,                  1.578,                 0.8439,                0.90205,                0.78833,                0.72124,                0.77734,                 0.3927,                 1.5968,                0.75372,                0.93662,             0.00028808,             0.00028808,             0.00028808
                    197,                 1.5752,                0.84546,                0.90806,                0.78199,                0.72859,                 0.7859,                0.39044,                 1.6207,                0.78708,                0.94493,             0.00028773,             0.00028773,             0.00028773
                    198,                 1.5896,                0.85779,                0.91528,                 0.7908,                0.72289,                0.77273,                 0.3869,                 1.6099,                0.85084,                0.94091,             0.00028737,             0.00028737,             0.00028737
                    199,                 1.5777,                0.86827,                0.91085,                0.73984,                 0.7489,                0.75131,                0.37624,                 1.6209,                 0.8493,                0.94356,             0.00028702,             0.00028702,             0.00028702
                    200,                 1.5405,                0.82507,                0.90333,                0.77526,                0.75576,                0.77096,                0.38854,                 1.6123,                0.78378,                0.94182,             0.00028667,             0.00028667,             0.00028667
                    201,                  1.547,                0.82696,                0.90718,                0.79915,                0.74475,                0.77416,                0.39616,                 1.5981,                 0.7792,                0.93775,             0.00028631,             0.00028631,             0.00028631
                    202,                 1.5325,                0.82969,                0.90242,                0.75769,                0.75139,                0.77739,                0.39248,                 1.5816,                0.78188,                0.93819,             0.00028596,             0.00028596,             0.00028596
                    203,                  1.581,                 0.8351,                0.90494,                 0.7641,                0.73153,                0.75729,                0.37869,                 1.6006,                0.81015,                0.94211,             0.00028561,             0.00028561,             0.00028561
                    204,                 1.5334,                0.77969,                0.91554,                0.76552,                0.76125,                0.77458,                0.38979,                 1.5969,                0.76458,                 0.9404,             0.00028525,             0.00028525,             0.00028525
                    205,                 1.5357,                 0.8042,                0.90282,                0.77384,                0.75749,                0.78423,                0.39524,                 1.5918,                0.72542,                0.93835,              0.0002849,              0.0002849,              0.0002849
                    206,                 1.5684,                0.80789,                0.91659,                0.71724,                 0.7174,                 0.7661,                0.37462,                 1.6121,                0.77953,                0.94162,             0.00028455,             0.00028455,             0.00028455
                    207,                 1.5133,                0.77682,                0.90537,                0.74773,                0.70233,                0.75939,                0.37763,                 1.6115,                0.76588,                 0.9423,             0.00028419,             0.00028419,             0.00028419
                    208,                 1.5713,                0.80765,                0.90505,                0.76802,                0.74736,                0.77516,                0.38284,                  1.625,                0.78261,                0.94898,             0.00028384,             0.00028384,             0.00028384
                    209,                 1.5396,                0.80841,                0.89997,                0.79895,                0.72838,                0.78906,                 0.3964,                 1.6059,                0.77717,                0.94207,             0.00028349,             0.00028349,             0.00028349
                    210,                 1.5759,                0.83837,                  0.904,                0.75734,                0.75546,                0.78088,                0.38856,                 1.6192,                0.77543,                0.94423,             0.00028313,             0.00028313,             0.00028313
                    211,                 1.5346,                 0.7884,                0.90341,                0.77735,                0.77059,                0.77924,                0.38862,                 1.6015,                0.74698,                 0.9385,             0.00028278,             0.00028278,             0.00028278
                    212,                 1.5651,                0.81794,                0.90051,                0.75547,                0.77924,                0.78441,                0.39373,                 1.6119,                0.76031,                 0.9446,             0.00028243,             0.00028243,             0.00028243
                    213,                 1.5256,                0.76767,                 0.9068,                0.78489,                 0.7471,                0.77827,                0.39057,                 1.5964,                0.72986,                0.93778,             0.00028207,             0.00028207,             0.00028207
                    214,                 1.5562,                0.80801,                 0.9058,                 0.7795,                0.73905,                0.76803,                0.38703,                  1.606,                0.73711,                0.94311,             0.00028172,             0.00028172,             0.00028172
                    215,                 1.5377,                0.79534,                0.90031,                0.75164,                0.74748,                0.76338,                0.38451,                 1.6083,                0.74728,                0.94391,             0.00028137,             0.00028137,             0.00028137
                    216,                 1.5275,                0.78552,                0.90077,                0.80788,                0.74433,                0.78776,                0.39296,                 1.6021,                0.72669,                0.94216,             0.00028101,             0.00028101,             0.00028101
                    217,                 1.5566,                0.80588,                 0.9118,                0.81934,                0.74549,                0.79885,                0.40223,                 1.5933,                0.71889,                0.94081,             0.00028066,             0.00028066,             0.00028066
                    218,                 1.5591,                0.78404,                0.90326,                0.82902,                0.74481,                0.80754,                0.40294,                 1.6053,                0.71439,                0.93916,             0.00028031,             0.00028031,             0.00028031
                    219,                 1.5669,                 0.8157,                0.91057,                 0.7995,                0.74351,                 0.7879,                0.39393,                  1.616,                0.73282,                0.94145,             0.00027995,             0.00027995,             0.00027995
                    220,                 1.5633,                0.80448,                 0.9157,                0.75797,                0.73441,                0.76334,                0.38282,                 1.6062,                0.76062,                0.93879,              0.0002796,              0.0002796,              0.0002796
                    221,                 1.4906,                0.77131,                0.90841,                0.73035,                0.72774,                 0.7601,                0.37609,                  1.627,                0.75702,                0.94261,             0.00027925,             0.00027925,             0.00027925
                    222,                 1.5306,                0.78644,                0.91127,                0.76892,                0.72543,                0.77828,                0.39502,                 1.5902,                0.74328,                0.93647,             0.00027889,             0.00027889,             0.00027889
                    223,                 1.5168,                0.79149,                0.90619,                0.77704,                0.73611,                0.78132,                0.39331,                 1.5911,                0.76821,                0.93598,             0.00027854,             0.00027854,             0.00027854
                    224,                 1.5492,                0.84035,                0.90595,                0.79612,                0.74881,                0.77852,                0.39012,                 1.6039,                0.73449,                0.94087,             0.00027819,             0.00027819,             0.00027819
                    225,                 1.5128,                0.78783,                 0.9026,                0.75614,                0.74521,                0.76452,                0.38236,                 1.6017,                0.75595,                0.94082,             0.00027783,             0.00027783,             0.00027783
                    226,                 1.5725,                0.81546,                0.89902,                0.78103,                0.74169,                0.77157,                0.39265,                 1.5854,                0.72284,                 0.9375,             0.00027748,             0.00027748,             0.00027748
                    227,                 1.5223,                0.79793,                0.90482,                 0.7981,                0.72414,                0.76882,                0.38871,                 1.5988,                0.74057,                0.94108,             0.00027712,             0.00027712,             0.00027712
                    228,                 1.5668,                0.81517,                0.90855,                0.75701,                0.71317,                0.75453,                0.37744,                 1.6057,                0.78237,                0.94449,             0.00027677,             0.00027677,             0.00027677
                    229,                 1.5183,                0.79129,                0.89605,                0.77207,                0.73141,                0.75048,                0.37646,                 1.5942,                0.74669,                0.93807,             0.00027642,             0.00027642,             0.00027642
                    230,                  1.591,                0.81241,                0.90826,                0.80292,                0.73167,                0.78035,                0.39302,                 1.6036,                0.71413,                0.93878,             0.00027606,             0.00027606,             0.00027606
                    231,                 1.5011,                0.77026,                0.90718,                0.79531,                0.74672,                0.78399,                0.39823,                 1.5933,                0.70928,                0.94017,             0.00027571,             0.00027571,             0.00027571
                    232,                 1.5287,                0.79053,                0.90529,                0.77099,                0.76227,                0.78233,                0.39519,                 1.5964,                0.73631,                0.93869,             0.00027536,             0.00027536,             0.00027536
                    233,                 1.5515,                0.78607,                0.90477,                0.74486,                0.74892,                 0.7877,                0.39152,                 1.5908,                0.74294,                0.93712,               0.000275,               0.000275,               0.000275
                    234,                 1.5291,                0.76928,                0.91127,                0.80452,                0.77207,                0.79931,                0.39878,                 1.5985,                0.72077,                0.93797,             0.00027465,             0.00027465,             0.00027465
                    235,                 1.5334,                0.77572,                0.91148,                0.83257,                0.75708,                0.80617,                 0.4067,                 1.5797,                0.70697,                0.93273,              0.0002743,              0.0002743,              0.0002743
                    236,                 1.5517,                0.78115,                0.90831,                0.79263,                0.73565,                0.79038,                0.39576,                 1.5892,                0.73127,                0.93378,             0.00027394,             0.00027394,             0.00027394
                    237,                 1.5578,                0.78696,                0.90382,                0.77296,                0.72748,                0.76985,                0.38549,                  1.597,                0.73387,                0.93861,             0.00027359,             0.00027359,             0.00027359
                    238,                 1.5518,                0.78653,                0.90706,                0.78882,                0.74354,                 0.7857,                0.39327,                 1.6021,                0.74254,                0.93953,             0.00027324,             0.00027324,             0.00027324
                    239,                 1.5283,                0.76647,                0.90289,                0.79619,                0.75042,                0.79379,                0.39508,                 1.6104,                0.74317,                0.94084,             0.00027288,             0.00027288,             0.00027288
                    240,                 1.4998,                0.76758,                0.90665,                0.80989,                0.73146,                0.78429,                0.39103,                 1.5978,                0.76251,                0.93901,             0.00027253,             0.00027253,             0.00027253
                    241,                 1.5444,                0.76781,                0.89409,                0.78863,                0.71869,                 0.7615,                0.38336,                 1.5942,                0.79148,                0.93684,             0.00027218,             0.00027218,             0.00027218
                    242,                 1.5302,                 0.7758,                0.90729,                0.78376,                0.71615,                0.76824,                0.38866,                 1.5998,                0.74724,                0.94021,             0.00027182,             0.00027182,             0.00027182
                    243,                 1.5315,                0.78917,                0.90177,                0.79254,                0.73587,                 0.7833,                0.39034,                 1.6004,                0.74819,                0.93785,             0.00027147,             0.00027147,             0.00027147
                    244,                 1.5358,                0.75951,                0.90588,                0.77656,                0.75317,                 0.7819,                0.38669,                 1.6097,                0.73443,                0.94231,             0.00027112,             0.00027112,             0.00027112
                    245,                 1.5089,                0.75544,                0.90403,                0.76724,                0.75847,                0.77536,                  0.384,                 1.5952,                0.72792,                0.93776,             0.00027076,             0.00027076,             0.00027076
                    246,                 1.5362,                0.77609,                0.90991,                0.76362,                0.77841,                0.77709,                 0.3888,                 1.5902,                0.72058,                0.93543,             0.00027041,             0.00027041,             0.00027041
                    247,                 1.5524,                0.78675,                0.89753,                0.79607,                0.75147,                0.79448,                0.39628,                 1.5948,                 0.7309,                0.93748,             0.00027006,             0.00027006,             0.00027006
                    248,                   1.54,                0.76075,                0.90819,                0.79002,                0.75439,                0.78137,                0.39303,                 1.5945,                0.73855,                0.94034,              0.0002697,              0.0002697,              0.0002697
                    249,                 1.5365,                0.75884,                0.90385,                0.81617,                 0.6829,                0.75247,                0.37432,                 1.5927,                 0.7638,                0.93687,             0.00026935,             0.00026935,             0.00026935
                    250,                 1.5036,                0.75595,                 0.8991,                 0.7202,                 0.7338,                0.75707,                0.37926,                 1.5967,                0.77437,                0.93817,               0.000269,               0.000269,               0.000269
                    251,                 1.5296,                0.75966,                0.90081,                0.81821,                0.74286,                0.80388,                0.40184,                 1.5925,                 0.7427,                0.93932,             0.00026864,             0.00026864,             0.00026864
                    252,                 1.5323,                0.77492,                 0.9146,                0.81594,                0.74384,                 0.7984,                0.39859,                 1.6038,                0.75921,                0.93826,             0.00026829,             0.00026829,             0.00026829
                    253,                 1.5133,                0.76133,                  0.896,                0.80871,                0.69713,                0.78005,                0.38682,                 1.6006,                0.77072,                 0.9389,             0.00026794,             0.00026794,             0.00026794
                    254,                 1.5337,                0.78088,                0.91464,                0.73336,                0.70773,                0.77598,                0.38511,                 1.5866,                0.80053,                0.93717,             0.00026758,             0.00026758,             0.00026758
                    255,                 1.5336,                0.76232,                0.90245,                0.79402,                0.73773,                0.77556,                0.38766,                 1.5868,                 0.7614,                 0.9364,             0.00026723,             0.00026723,             0.00026723
                    256,                 1.5066,                 0.7536,                0.90639,                0.79256,                0.75016,                0.77701,                0.39027,                 1.5865,                0.74236,                0.93492,             0.00026688,             0.00026688,             0.00026688
                    257,                 1.5223,                0.75558,                0.90193,                0.80123,                0.74642,                 0.7869,                0.39766,                 1.5856,                  0.751,                0.93629,             0.00026652,             0.00026652,             0.00026652
                    258,                 1.5245,                0.75414,                0.90756,                0.80423,                0.72034,                0.78415,                0.39045,                 1.6042,                0.75558,                0.93837,             0.00026617,             0.00026617,             0.00026617
                    259,                 1.5151,                0.73939,                0.89949,                0.78853,                0.74591,                0.77788,                0.38788,                 1.6052,                0.75657,                0.94357,             0.00026582,             0.00026582,             0.00026582
                    260,                 1.5395,                0.74774,                0.90417,                0.78186,                0.74881,                0.78647,                0.39479,                 1.5905,                0.73405,                 0.9386,             0.00026546,             0.00026546,             0.00026546
                    261,                 1.5336,                0.75825,                0.90459,                0.79014,                0.75101,                0.80083,                0.40467,                 1.5881,                0.71686,                0.93702,             0.00026511,             0.00026511,             0.00026511
                    262,                 1.5559,                0.78758,                0.91468,                0.79836,                0.74081,                0.80435,                0.40511,                 1.5924,                0.72185,                0.93388,             0.00026475,             0.00026475,             0.00026475
                    263,                  1.518,                0.76377,                0.90058,                0.81489,                0.73477,                0.80286,                0.40288,                 1.5875,                0.71953,                0.93482,              0.0002644,              0.0002644,              0.0002644
                    264,                 1.5079,                0.74321,                0.90316,                0.76909,                 0.7418,                0.79089,                0.39669,                 1.5928,                0.74935,                0.93585,             0.00026405,             0.00026405,             0.00026405
                    265,                 1.5298,                0.75744,                0.90734,                0.79022,                0.75572,                0.78526,                0.39234,                 1.5963,                0.76143,                0.93884,             0.00026369,             0.00026369,             0.00026369
                    266,                 1.5508,                0.78686,                 0.9113,                0.79666,                0.76306,                0.79746,                0.40126,                 1.6049,                0.72055,                0.93844,             0.00026334,             0.00026334,             0.00026334
                    267,                 1.5172,                0.73889,                 0.8935,                0.81462,                0.75957,                0.80353,                0.40483,                 1.5982,                0.72022,                0.93755,             0.00026299,             0.00026299,             0.00026299
                    268,                 1.4789,                0.73225,                0.89541,                0.81621,                0.77275,                0.81041,                0.40831,                 1.5933,                0.70999,                0.93653,             0.00026263,             0.00026263,             0.00026263
                    269,                 1.5318,                0.75429,                0.90329,                0.77341,                 0.7996,                0.79259,                0.39087,                 1.5986,                 0.7586,                0.93925,             0.00026228,             0.00026228,             0.00026228
                    270,                 1.5312,                0.73959,                0.89684,                0.79277,                0.77774,                0.78939,                0.39132,                 1.6017,                0.73351,                0.93919,             0.00026193,             0.00026193,             0.00026193
                    271,                 1.5268,                 0.7439,                0.90195,                0.76826,                 0.7584,                0.77848,                0.38494,                 1.6152,                 0.7872,                0.93973,             0.00026157,             0.00026157,             0.00026157
                    272,                 1.5156,                0.75264,                0.90819,                0.77792,                0.78701,                0.79359,                0.39697,                 1.5931,                   0.72,                 0.9386,             0.00026122,             0.00026122,             0.00026122
                    273,                 1.5521,                0.78408,                 0.9105,                0.77311,                  0.753,                0.78026,                0.39174,                 1.5898,                0.72262,                 0.9373,             0.00026087,             0.00026087,             0.00026087
