                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    186,                0.88294,                0.41441,                0.79689,                0.98956,                0.98066,                0.99148,                0.77434,                0.99463,                0.44814,                0.80172,              0.0013617,              0.0013617,              0.0013617
                    187,                0.87788,                 0.4088,                0.79371,                 0.9884,                0.98364,                0.99154,                0.79614,                0.92539,                0.42411,                0.79878,                0.00136,                0.00136,                0.00136
                    188,                0.87334,                0.41308,                0.79383,                0.98395,                0.97985,                0.98921,                0.76138,                 1.0396,                0.47363,                0.80438,              0.0013584,              0.0013584,              0.0013584
                    189,                 0.8794,                0.41189,                0.79556,                0.98553,                0.97752,                0.98975,                0.78909,                0.97177,                0.43793,                0.79957,              0.0013567,              0.0013567,              0.0013567
                    190,                0.86999,                0.40863,                0.79674,                0.98893,                0.98144,                 0.9925,                0.76729,                  1.048,                0.44706,                 0.8049,              0.0013551,              0.0013551,              0.0013551
                    191,                0.85643,                0.40047,                0.79521,                0.99104,                0.98239,                0.99219,                0.78861,                0.96316,                0.41957,                0.80022,              0.0013534,              0.0013534,              0.0013534
                    192,                0.89426,                0.41613,                0.79534,                0.98986,                0.97987,                 0.9904,                0.74752,                 1.1033,                 0.4951,                0.80875,              0.0013518,              0.0013518,              0.0013518
                    193,                 0.8868,                0.41793,                0.79973,                0.99094,                0.98223,                0.99204,                0.76881,                  1.038,                0.44892,                0.80409,              0.0013501,              0.0013501,              0.0013501
                    194,                0.87023,                0.40711,                 0.7971,                0.99168,                0.98207,                0.99272,                0.78868,                0.98297,                 0.4373,                0.80293,              0.0013485,              0.0013485,              0.0013485
                    195,                0.87047,                  0.405,                0.79568,                0.99024,                0.98144,                 0.9918,                0.78223,                 1.0335,                 0.4447,                0.80316,              0.0013468,              0.0013468,              0.0013468
                    196,                 0.8918,                0.40942,                0.79529,                0.98598,                0.98197,                0.99015,                0.77371,                 1.0445,                0.47351,                0.80554,              0.0013452,              0.0013452,              0.0013452
                    197,                0.88155,                0.40603,                0.79526,                0.98819,                0.98275,                0.99182,                0.77078,                 1.0335,                0.46926,                0.80405,              0.0013435,              0.0013435,              0.0013435
                    198,                0.87936,                 0.4062,                0.79569,                 0.9904,                0.98447,                0.99203,                0.77971,                 1.0083,                0.43284,                0.80122,              0.0013419,              0.0013419,              0.0013419
                    199,                0.90797,                0.41398,                0.79543,                0.98972,                0.98286,                0.99266,                0.77243,                 1.0454,                0.44386,                0.80385,              0.0013402,              0.0013402,              0.0013402
                    200,                0.88767,                0.41797,                0.79726,                0.98824,                0.98664,                0.99258,                0.80712,                0.94196,                0.42159,                0.79856,              0.0013386,              0.0013386,              0.0013386
                    201,                0.86546,                0.40408,                0.79541,                0.99045,                0.98297,                0.99353,                0.77489,                 1.0531,                0.45124,                 0.8062,              0.0013369,              0.0013369,              0.0013369
                    202,                0.84792,                0.40757,                0.79365,                0.98783,                0.98223,                 0.9923,                0.76193,                 1.0724,                0.48282,                0.80554,              0.0013353,              0.0013353,              0.0013353
                    203,                0.85848,                0.40199,                0.79489,                0.98892,                0.98356,                0.99296,                0.78395,                 1.0367,                0.44724,                0.80455,              0.0013336,              0.0013336,              0.0013336
                    204,                0.87474,                0.40444,                0.79171,                0.98724,                0.98327,                0.99291,                0.77608,                 1.0391,                0.45717,                0.80352,               0.001332,               0.001332,               0.001332
                    205,                0.86714,                0.41359,                0.79721,                0.98575,                0.98432,                 0.9927,                0.77379,                 1.0578,                0.46476,                0.80467,              0.0013303,              0.0013303,              0.0013303
                    206,                0.86898,                 0.4118,                0.79878,                 0.9842,                0.97985,                0.98885,                0.77554,                 1.0566,                0.47011,                0.80708,              0.0013287,              0.0013287,              0.0013287
                    207,                 0.8535,                0.40464,                0.79687,                0.98776,                0.98249,                0.99197,                0.79223,                  1.027,                0.45428,                0.80348,               0.001327,               0.001327,               0.001327
                    208,                0.83425,                0.39641,                0.79424,                0.98954,                0.98458,                0.99224,                  0.789,                0.99144,                0.44041,                0.80083,              0.0013254,              0.0013254,              0.0013254
                    209,                0.91251,                0.41727,                0.79365,                0.99068,                0.98366,                0.99301,                0.78242,                 1.0203,                0.45907,                0.80433,              0.0013237,              0.0013237,              0.0013237
                    210,                0.85324,                0.40972,                0.79121,                0.99186,                0.98197,                0.99294,                0.78054,                 1.0103,                 0.4445,                0.80172,              0.0013221,              0.0013221,              0.0013221
                    211,                0.84537,                0.40283,                0.79401,                0.99004,                0.98197,                0.99264,                0.77704,                 1.0168,                0.44397,                0.80235,              0.0013204,              0.0013204,              0.0013204
                    212,                0.86106,                0.40624,                0.79015,                0.99023,                0.98249,                0.99269,                0.77313,                  1.006,                0.42985,                0.80227,              0.0013188,              0.0013188,              0.0013188
                    213,                 0.8786,                0.40341,                0.79442,                 0.9909,                0.98143,                 0.9918,                0.77461,                 1.0696,                0.46453,                0.80779,              0.0013171,              0.0013171,              0.0013171
                    214,                0.85634,                 0.3962,                0.79713,                 0.9851,                0.98066,                0.99003,                0.75663,                 1.1198,                0.50604,                0.80975,              0.0013155,              0.0013155,              0.0013155
                    215,                0.84454,                0.39901,                0.79357,                 0.9891,                0.98354,                0.99244,                0.78328,                0.99671,                0.43183,                0.80244,              0.0013138,              0.0013138,              0.0013138
                    216,                0.83448,                0.39691,                0.79313,                 0.9922,                0.98345,                 0.9926,                0.80021,                0.96909,                0.42476,                0.79969,              0.0013122,              0.0013122,              0.0013122
                    217,                0.84966,                0.39686,                0.79365,                0.98199,                 0.9817,                0.99043,                0.76939,                 1.0486,                0.47811,                0.80562,              0.0013105,              0.0013105,              0.0013105
                    218,                0.83641,                0.39619,                0.79444,                0.97021,                0.97149,                0.98459,                0.75837,                 1.0778,                0.50734,                0.80577,              0.0013089,              0.0013089,              0.0013089
                    219,                0.85554,                0.39983,                0.79253,                0.98662,                0.97738,                0.99032,                 0.7609,                 1.0613,                0.45162,                0.80503,              0.0013072,              0.0013072,              0.0013072
                    220,                0.90599,                0.41209,                 0.7954,                 0.9857,                0.98249,                0.98977,                0.75382,                 1.1181,                0.48293,                 0.8099,              0.0013056,              0.0013056,              0.0013056
                    221,                0.86081,                0.40171,                0.79547,                0.98941,                0.98223,                0.99169,                0.78608,                 1.0351,                0.45082,                0.80488,              0.0013039,              0.0013039,              0.0013039
                    222,                0.87666,                0.40803,                0.79321,                0.99003,                0.98406,                0.99253,                0.79802,                0.98784,                0.44074,                0.80171,              0.0013023,              0.0013023,              0.0013023
                    223,                0.86406,                0.40219,                 0.7917,                 0.9875,                  0.984,                 0.9931,                0.79767,                0.95955,                0.43096,                 0.7991,              0.0013006,              0.0013006,              0.0013006
                    224,                0.86382,                0.39986,                0.79396,                0.98981,                0.98262,                0.99349,                0.77427,                 1.0505,                 0.4456,                0.80452,               0.001299,               0.001299,               0.001299
                    225,                0.84011,                0.39761,                0.79726,                0.98938,                0.98625,                0.99323,                0.79577,                0.92983,                0.41533,                0.79696,              0.0012973,              0.0012973,              0.0012973
                    226,                0.86155,                0.40325,                0.79389,                 0.9905,                0.98275,                0.99098,                0.75667,                 1.1566,                0.49819,                0.81292,              0.0012957,              0.0012957,              0.0012957
                    227,                0.86831,                0.40654,                0.79567,                0.98699,                0.98617,                0.99244,                 0.7963,                0.92674,                0.43326,                0.79684,               0.001294,               0.001294,               0.001294
                    228,                0.84308,                 0.3987,                0.79254,                0.98991,                0.98327,                0.99288,                0.78642,                  1.023,                0.43589,                0.80376,              0.0012924,              0.0012924,              0.0012924
                    229,                0.82497,                0.38833,                0.79425,                0.98959,                0.98307,                0.99304,                0.79365,                0.97561,                  0.426,                0.80037,              0.0012907,              0.0012907,              0.0012907
                    230,                0.82345,                 0.3895,                0.79247,                0.98854,                0.97857,                0.98978,                0.77974,                 1.0325,                0.46573,                0.80343,              0.0012891,              0.0012891,              0.0012891
                    231,                0.82831,                 0.3907,                0.79457,                 0.9896,                0.98192,                 0.9905,                  0.759,                 1.0977,                  0.472,                 0.8077,              0.0012874,              0.0012874,              0.0012874
                    232,                0.88846,                0.41062,                0.79592,                0.99146,                0.98344,                0.99233,                0.79557,                 1.0213,                0.44286,                0.80242,              0.0012858,              0.0012858,              0.0012858
                    233,                0.90967,                0.41938,                0.79879,                0.99169,                0.98364,                0.99246,                0.77913,                 1.0092,                0.43781,                0.80202,              0.0012841,              0.0012841,              0.0012841
                    234,                0.91588,                0.41173,                0.79884,                0.98789,                0.98261,                0.99164,                0.77183,                 1.0433,                0.45914,                 0.8035,              0.0012825,              0.0012825,              0.0012825
                    235,                0.88429,                0.41326,                0.79819,                0.99106,                0.98301,                0.99121,                0.76962,                 1.0681,                0.46252,                0.80515,              0.0012808,              0.0012808,              0.0012808
                    236,                0.89501,                0.41077,                0.79509,                0.99176,                0.98301,                0.99267,                 0.7768,                 1.0443,                0.44979,                0.80626,              0.0012792,              0.0012792,              0.0012792
                    237,                0.84909,                0.39842,                0.79413,                0.98809,                0.98275,                0.99115,                0.79514,                 1.0274,                0.43346,                0.80246,              0.0012775,              0.0012775,              0.0012775
                    238,                0.85773,                0.39495,                0.79491,                0.98328,                0.98215,                 0.9913,                0.78922,                 1.0353,                0.44722,                0.80524,              0.0012759,              0.0012759,              0.0012759
                    239,                0.82812,                0.39177,                 0.7899,                0.99101,                0.98197,                0.99234,                0.80088,                0.92471,                0.40422,                0.79636,              0.0012742,              0.0012742,              0.0012742
                    240,                0.86167,                0.39574,                0.78898,                0.99184,                0.98243,                0.99199,                0.78854,                0.99752,                0.44131,                0.80011,              0.0012726,              0.0012726,              0.0012726
                    241,                0.84953,                0.39404,                0.79364,                0.99099,                0.98326,                0.99253,                0.80411,                0.92544,                0.40611,                0.79726,              0.0012709,              0.0012709,              0.0012709
                    242,                0.83187,                0.38701,                 0.7893,                0.98989,                0.98223,                0.99189,                0.78667,                 1.0403,                0.45672,                0.80304,              0.0012693,              0.0012693,              0.0012693
                    243,                0.84303,                0.38939,                0.79062,                 0.9903,                0.98301,                0.99119,                0.79903,                0.96192,                 0.4342,                0.79953,              0.0012676,              0.0012676,              0.0012676
                    244,                0.83412,                 0.3905,                0.79412,                0.98999,                0.98327,                0.99151,                0.79495,                0.98606,                0.42328,                0.80045,               0.001266,               0.001266,               0.001266
                    245,                0.83322,                 0.3897,                0.79463,                0.98315,                0.98103,                0.99095,                0.78325,                 1.0069,                0.45108,                0.80018,              0.0012643,              0.0012643,              0.0012643
                    246,                0.85082,                0.39648,                0.78898,                0.98833,                0.98128,                0.99078,                0.77351,                  1.022,                0.43588,                0.80589,              0.0012627,              0.0012627,              0.0012627
                    247,                0.83328,                0.39274,                0.79412,                0.98198,                0.98138,                0.99131,                0.78094,                0.99848,                0.43988,                0.80274,               0.001261,               0.001261,               0.001261
                    248,                0.79499,                0.37828,                0.79725,                0.98878,                0.98092,                0.99023,                0.78446,                 1.0301,                0.44149,                0.80325,              0.0012594,              0.0012594,              0.0012594
                    249,                0.81463,                0.38875,                 0.7895,                0.98376,                0.98092,                0.99103,                0.79669,                0.97869,                 0.4376,                0.79957,              0.0012577,              0.0012577,              0.0012577
                    250,                 0.8144,                0.38798,                0.79288,                0.98935,                0.98536,                0.99337,                0.80227,                0.96326,                0.40653,                0.80057,              0.0012561,              0.0012561,              0.0012561
                    251,                0.79552,                0.38561,                0.78828,                0.99061,                0.98432,                0.99237,                0.77505,                0.98809,                0.44012,                0.79959,              0.0012544,              0.0012544,              0.0012544
                    252,                 0.8285,                 0.3896,                0.78948,                0.98513,                0.97804,                0.98768,                0.76418,                 1.1204,                0.50246,                0.81023,              0.0012528,              0.0012528,              0.0012528
                    253,                0.83243,                0.38966,                0.79061,                0.99231,                0.98396,                0.99316,                0.78331,                 1.0563,                0.45082,                0.80751,              0.0012511,              0.0012511,              0.0012511
                    254,                0.82277,                0.39425,                0.79594,                0.99117,                 0.9838,                 0.9931,                0.78766,                0.99752,                0.42104,                0.80276,              0.0012495,              0.0012495,              0.0012495
                    255,                0.87792,                0.41158,                0.79178,                0.99009,                0.97726,                0.99163,                0.78586,                 1.0068,                0.44139,                0.80099,              0.0012478,              0.0012478,              0.0012478
                    256,                0.86612,                 0.4027,                0.79563,                0.98558,                0.97961,                0.98964,                0.78117,                 1.0385,                0.46974,                0.80493,              0.0012462,              0.0012462,              0.0012462
                    257,                0.83152,                0.40308,                0.79746,                0.98952,                0.98265,                0.99152,                0.78406,                 1.0245,                0.44304,                0.80299,              0.0012445,              0.0012445,              0.0012445
                    258,                0.83724,                0.39069,                 0.7956,                0.99063,                0.98309,                0.99207,                0.78568,                 1.0188,                0.44145,                0.80338,              0.0012429,              0.0012429,              0.0012429
                    259,                0.83232,                0.39267,                0.79768,                0.99119,                0.98249,                0.99158,                0.78577,                 1.0624,                0.45413,                0.80541,              0.0012412,              0.0012412,              0.0012412
                    260,                0.83273,                0.38892,                0.79149,                0.99004,                0.98353,                0.99249,                0.78836,                0.97816,                0.42388,                0.79895,              0.0012396,              0.0012396,              0.0012396
                    261,                0.84991,                0.39464,                0.78953,                0.99064,                 0.9838,                0.99239,                 0.7779,                 1.0273,                0.45358,                0.80197,              0.0012379,              0.0012379,              0.0012379
                    262,                0.83662,                 0.3901,                0.79437,                0.98695,                0.98562,                0.99092,                0.76351,                 1.0921,                0.48875,                0.80778,              0.0012363,              0.0012363,              0.0012363
                    263,                0.83608,                0.39502,                 0.7935,                0.98139,                0.97831,                0.98779,                0.78527,                0.98846,                0.46728,                0.79996,              0.0012346,              0.0012346,              0.0012346
                    264,                0.83633,                0.39176,                0.79329,                0.99358,                0.98092,                0.99309,                0.78776,                0.99946,                0.42336,                0.80327,               0.001233,               0.001233,               0.001233
                    265,                0.79938,                0.38201,                0.78953,                0.99372,                0.97987,                0.99231,                0.80162,                0.96837,                0.41528,                 0.8001,              0.0012313,              0.0012313,              0.0012313
                    266,                0.79763,                 0.3836,                0.78859,                0.98899,                0.98066,                0.99099,                0.78909,                 1.0112,                0.44843,                0.80203,              0.0012297,              0.0012297,              0.0012297
                    267,                0.82208,                0.38652,                0.79435,                0.98852,                0.97888,                 0.9904,                0.78337,                 1.0221,                0.44657,                0.80179,               0.001228,               0.001228,               0.001228
                    268,                 0.8333,                0.39555,                0.79332,                0.98902,                 0.9804,                0.99237,                0.79676,                0.96605,                0.43659,                0.79902,              0.0012264,              0.0012264,              0.0012264
                    269,                0.81613,                0.38853,                0.79253,                0.99028,                0.98406,                0.99361,                 0.7857,                0.99237,                0.41988,                0.80083,              0.0012247,              0.0012247,              0.0012247
                    270,                0.80319,                0.38589,                0.79082,                 0.9897,                0.98301,                0.99281,                0.79738,                0.94767,                0.41873,                0.79797,              0.0012231,              0.0012231,              0.0012231
                    271,                0.83362,                 0.3825,                0.79228,                0.98678,                 0.9817,                0.99084,                 0.7836,                0.99889,                0.44251,                0.80044,              0.0012214,              0.0012214,              0.0012214
                    272,                0.80138,                0.38113,                0.79102,                0.98981,                0.98245,                0.99193,                0.79581,                0.96491,                0.42142,                0.80044,              0.0012198,              0.0012198,              0.0012198
                    273,                0.82079,                0.39362,                0.78814,                0.99163,                0.98279,                0.99294,                 0.7889,                0.97392,                0.42373,                0.80029,              0.0012181,              0.0012181,              0.0012181
                    274,                0.84075,                0.39093,                0.79698,                0.99223,                0.98169,                0.99206,                0.78893,                 1.0105,                0.43685,                0.80377,              0.0012165,              0.0012165,              0.0012165
                    275,                0.81698,                0.38552,                0.79295,                0.99006,                 0.9837,                0.99213,                0.79141,                0.98669,                0.41875,                0.80207,              0.0012148,              0.0012148,              0.0012148
                    276,                0.82062,                 0.3875,                0.78983,                0.99225,                0.98275,                0.99145,                0.80197,                0.99053,                  0.435,                0.79993,              0.0012132,              0.0012132,              0.0012132
                    277,                0.82266,                0.38074,                0.79613,                0.99085,                0.98453,                0.99224,                0.78568,                 1.0026,                0.42059,                0.80128,              0.0012115,              0.0012115,              0.0012115
                    278,                0.81952,                0.38141,                0.78859,                0.99165,                0.98432,                0.99271,                0.78718,                 1.0104,                0.43332,                0.80229,              0.0012099,              0.0012099,              0.0012099
                    279,                0.81531,                0.38129,                0.78981,                0.99113,                0.98411,                0.99103,                0.77584,                 1.0576,                0.45715,                0.80449,              0.0012082,              0.0012082,              0.0012082
                    280,                0.81442,                0.38483,                0.79232,                0.98837,                0.98375,                0.99106,                0.78008,                 1.0494,                0.45134,                0.80622,              0.0012066,              0.0012066,              0.0012066
                    281,                0.81799,                0.38351,                0.79148,                0.99085,                0.98327,                0.99127,                0.79081,                0.98984,                0.42879,                0.80012,              0.0012049,              0.0012049,              0.0012049
                    282,                0.78752,                0.37394,                0.78766,                0.98797,                0.98686,                0.99169,                 0.7944,                0.98025,                0.42471,                0.79996,              0.0012033,              0.0012033,              0.0012033
                    283,                0.77273,                0.36816,                0.78998,                0.98996,                0.98149,                0.99197,                0.78915,                0.99853,                0.43128,                0.80052,              0.0012016,              0.0012016,              0.0012016
                    284,                0.77617,                0.37236,                0.79299,                0.98998,                0.98554,                0.99275,                0.79971,                0.97677,                0.41958,                0.79883,                 0.0012,                 0.0012,                 0.0012
                    285,                0.80969,                0.38036,                0.78931,                0.99008,                0.98225,                0.99093,                0.77478,                 1.0494,                0.44681,                0.80554,              0.0011983,              0.0011983,              0.0011983
                    286,                0.81445,                0.38621,                0.79468,                0.99093,                0.98374,                0.99352,                 0.7898,                 1.0097,                0.42985,                0.80268,              0.0011967,              0.0011967,              0.0011967
                    287,                0.79171,                0.37881,                0.79063,                0.99068,                0.98226,                0.99243,                0.79426,                  1.043,                0.44565,                0.80587,               0.001195,               0.001195,               0.001195
                    288,                0.79785,                0.37815,                0.79298,                0.99282,                0.98366,                0.99341,                0.80074,                0.97048,                0.41219,                0.80021,              0.0011934,              0.0011934,              0.0011934
                    289,                0.81328,                0.38422,                0.79075,                0.99153,                0.98249,                0.99259,                0.79072,                0.97881,                0.41837,                 0.8001,              0.0011917,              0.0011917,              0.0011917
                    290,                 0.8087,                0.38746,                0.79351,                0.98991,                 0.9838,                0.99184,                0.78238,                 1.0135,                0.43775,                0.80202,              0.0011901,              0.0011901,              0.0011901
                    291,                0.80241,                0.38747,                0.78847,                0.98985,                 0.9816,                0.99199,                0.79356,                0.96422,                0.42442,                0.80074,              0.0011884,              0.0011884,              0.0011884
                    292,                0.79976,                0.38228,                0.79088,                0.99221,                0.98241,                0.99339,                0.79189,                0.97532,                0.41956,                0.79945,              0.0011868,              0.0011868,              0.0011868
                    293,                0.83425,                0.39179,                0.79128,                0.99127,                0.98432,                0.99266,                0.77496,                 1.0669,                0.45609,                0.80668,              0.0011851,              0.0011851,              0.0011851
                    294,                0.82173,                0.39164,                0.79097,                0.98841,                0.98335,                 0.9923,                0.80724,                0.93857,                0.42181,                 0.7985,              0.0011835,              0.0011835,              0.0011835
                    295,                0.80311,                0.38589,                0.78812,                0.99131,                0.98327,                0.99295,                0.78202,                 1.0399,                0.45081,                0.80433,              0.0011818,              0.0011818,              0.0011818
                    296,                0.82513,                0.38332,                0.79553,                0.99121,                0.98516,                0.99288,                0.79411,                 0.9845,                0.44259,                0.79985,              0.0011802,              0.0011802,              0.0011802
                    297,                0.80707,                0.37982,                0.79275,                0.99162,                 0.9838,                0.99237,                0.78002,                 1.0264,                0.44102,                0.80265,              0.0011785,              0.0011785,              0.0011785
                    298,                 0.8129,                0.38265,                0.79353,                0.98759,                 0.9838,                0.99196,                0.80771,                0.92709,                0.42009,                0.79775,              0.0011769,              0.0011769,              0.0011769
                    299,                0.77444,                0.36796,                0.78857,                0.98928,                0.98144,                0.99171,                0.79866,                0.93736,                 0.4217,                0.79753,              0.0011752,              0.0011752,              0.0011752
                    300,                0.78585,                0.37028,                0.79182,                0.98902,                0.98142,                0.99156,                0.76957,                 1.0322,                0.45076,                0.80411,              0.0011736,              0.0011736,              0.0011736
                    301,                0.80017,                0.37354,                0.78962,                 0.9942,                0.98514,                0.99216,                0.80338,                0.91912,                0.40729,                0.79642,              0.0011719,              0.0011719,              0.0011719
                    302,                 0.8103,                0.37861,                0.79279,                0.99429,                0.98432,                0.99295,                0.78651,                  1.016,                0.43039,                0.80187,              0.0011703,              0.0011703,              0.0011703
                    303,                0.78676,                0.37536,                0.78856,                0.99226,                0.98432,                0.99298,                 0.7855,                0.98723,                0.42025,                 0.8015,              0.0011686,              0.0011686,              0.0011686
                    304,                0.78443,                0.37105,                0.78764,                0.99128,                0.98301,                0.99157,                 0.7894,                0.99801,                0.43977,                0.79977,               0.001167,               0.001167,               0.001167
                    305,                0.84449,                0.38187,                0.78933,                0.98395,                0.97898,                0.98942,                0.77235,                 1.0349,                0.46049,                0.80411,              0.0011653,              0.0011653,              0.0011653
                    306,                0.76866,                 0.3665,                 0.7887,                0.99024,                 0.9794,                0.99118,                 0.7894,                0.99147,                0.44109,                0.80378,              0.0011636,              0.0011636,              0.0011636
                    307,                0.79434,                 0.3713,                0.78753,                0.98899,                0.98679,                0.99202,                0.80456,                0.95839,                0.42177,                0.79781,               0.001162,               0.001162,               0.001162
                    308,                0.79176,                0.37255,                0.79042,                0.98109,                0.98163,                0.98903,                0.78786,                 1.0081,                0.46377,                0.80296,              0.0011603,              0.0011603,              0.0011603
                    309,                0.78592,                0.37197,                0.78961,                0.98876,                0.97935,                0.99071,                0.77293,                 1.0512,                0.46008,                0.80442,              0.0011587,              0.0011587,              0.0011587
                    310,                0.78822,                0.37557,                0.79137,                0.99234,                 0.9804,                0.99144,                0.79334,                0.98049,                0.42115,                0.80057,               0.001157,               0.001157,               0.001157
                    311,                0.78731,                0.37771,                 0.7881,                0.99141,                0.98275,                0.99154,                0.79289,                0.95408,                0.41959,                0.79829,              0.0011554,              0.0011554,              0.0011554
                    312,                0.79579,                0.37829,                0.78965,                0.99276,                0.98134,                0.99094,                0.77621,                 1.0278,                0.45529,                0.80404,              0.0011537,              0.0011537,              0.0011537
                    313,                0.83555,                0.39056,                0.78923,                0.99019,                0.98484,                0.99227,                0.78101,                0.94231,                0.42796,                0.79839,              0.0011521,              0.0011521,              0.0011521
                    314,                0.82618,                0.38675,                0.79298,                0.98853,                0.98284,                 0.9917,                0.76227,                 1.0287,                0.43899,                0.80354,              0.0011504,              0.0011504,              0.0011504
                    315,                0.81106,                0.38159,                0.78966,                0.99126,                0.98249,                0.99266,                0.78473,                0.97981,                0.41334,                 0.8003,              0.0011488,              0.0011488,              0.0011488
                    316,                0.80601,                0.37694,                0.78863,                0.99138,                0.98251,                0.99184,                0.78465,                0.98914,                0.44376,                0.80073,              0.0011471,              0.0011471,              0.0011471
                    317,                0.79496,                0.37788,                0.78842,                0.99252,                0.97945,                0.99135,                0.78422,                  1.031,                0.44595,                0.80242,              0.0011455,              0.0011455,              0.0011455
                    318,                0.78074,                0.37331,                0.78856,                0.99367,                0.97987,                0.99191,                0.79887,                0.95514,                0.41337,                0.79748,              0.0011438,              0.0011438,              0.0011438
                    319,                0.77359,                0.36516,                0.78976,                 0.9904,                0.98188,                0.99212,                0.78929,                 1.0503,                0.44835,                0.80505,              0.0011422,              0.0011422,              0.0011422
